年份,地区,能源类型,能源消费总量,单位,采集来源,来源链接,采集时间,备注,,,,,,,,,,,,
2024,西北,原油,15.6,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,6.1,亿吨,中国石油化工集团公司,http://www.sinopec.com,2024-09-19,,,,,,,,,,,,,
2024,东北,电力,8.1,亿吨,国家电力公司,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,南方,可再生能源,8.3,亿吨,中国风能协会,http://www.cwea.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,29,亿吨,中国煤炭工业协会,https://www.chinacoal.com/,2024-09-19,,,,,,,,,,,,,
2023,华南,天然气,5.3,亿吨,国家能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,9.1,亿吨,中国电力公司,http://www.chinaelectric.com/,2024-09-19,,,,,,,,,,,,,
2023,西南,原油,16.4,亿吨,中国石油天然气总公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,14.2,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,华北,煤炭,28.4,亿吨,中国煤炭工业协会,https://www.chinacoal.com/,2024-09-19,,,,,,,,,,,,,
2024,西北,天然气,7.8,亿吨,国家统计局,https://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,8.9,亿吨,国家能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,东北,原油,18.2,亿吨,中国石油天然气总公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,华南,可再生能源,15.5,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.2,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,原油,18.4,亿吨,国家发改委,http://www.ndrc.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.3,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,西北,电力,9.2,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南,可再生能源,6.1,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,香港,煤炭,4.7,亿吨,香港特别行政区政府,http://www.gov.hk/,2024-09-19,,,,,,,,,,,,,
2024,广东,原油,16.5,亿吨,广东省统计局,http://www.gdstats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,山东,天然气,8.4,亿吨,山东省能源局,http://www.sdnrg.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.5,亿吨,中国电力公司,http://www.chinaelectricity.org/,2024-09-19,,,,,,,,,,,,,
2024,江苏,可再生能源,7.2,亿吨,江苏省统计局,http://www.jsstats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.1,亿吨,中国能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华南地区,原油,18.5,亿吨,中国国家统计局,https://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,西南地区,天然气,5.2,亿吨,国家能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东北地区,电力,9.01,亿吨,国家电网公司,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,9.8,亿吨,国际可再生能源署,https://www.irena.org,2024-09-19,,,,,,,,,,,,,
2024,华北地区,煤炭,27.4,亿吨,国务院发展研究中心,http://www.drc.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,东南地区,风能,6,亿吨,中国风能协会,http://www.cwea.org.cn,2024-09-19,,,,,,,,,,,,,
2024,西北地区,生物质能,2.2,亿吨,中国可再生能源学会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.15,亿吨,中国电力公司,https://www.cps.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,核能,1.5,亿吨,中国核能行业协会,http://www.cnna.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,29,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华北,原油,18.5,亿吨,全国石油公司,https://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,南方,天然气,5.8,亿吨,中国气象局,http://www.cma.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,10,亿吨,中国电力企业联合会,http://www.chinaepc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,8.9,亿吨,国家可再生能源中心,http://www.nerc.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,煤炭,14.2,亿吨,地方统计局,http://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,西北,水力,15.3,亿吨,国家能源投资集团,http://www.gdenergy.com/,2024-09-19,,,,,,,,,,,,,
2024,东南,太阳能,4.5,亿吨,中国可再生能源发展协会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,12.5,亿吨,电力市场交易中心,http://www.cpecc.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,氢能,1.2,亿吨,氢能产业发展报告,http://www.hydrogensociety.com/,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,28.5,亿吨,中国能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,16.8,亿吨,中国石油和天然气行业协会,http://www.cpno.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华南,天然气,5.2,亿吨,南方能源监管局,http://www.gd.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,电力,9.5,亿吨,中国电力网,http://www.chinaelectricity.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,可再生能源,2.3,亿吨,中国可再生能源学会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,东北,煤炭,26,亿吨,中国煤炭工业协会,http://www.coal.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,中西部,原油,18.2,亿吨,中石油数据中心,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,6,亿吨,国家天然气调度中心,http://www.ngdc.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.3,亿吨,国家电网公司,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,4,亿吨,国际可再生能源署,https://www.irena.org,2024-09-19,,,,,,,,,,,,,
2023,广东省,煤炭,28,亿吨,广东省统计局,https://www.gd.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,浙江省,原油,16.5,亿吨,浙江省统计局,https://www.zj.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,北京,天然气,5.1,亿吨,北京市统计局,https://www.beijing.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,上海市,电力,9.2,亿吨,上海市统计局,https://www.shanghai.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,5,亿吨,国家能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,29.5,亿吨,中国煤炭工业协会,http://www.ccma.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,四川省,原油,15.3,亿吨,四川省统计局,http://www.sc.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,天津市,天然气,6,亿吨,天津市统计局,http://www.tianjin.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,6.3,亿吨,国际可再生能源署,https://www.irena.org/,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,28.5,亿吨,中国能源统计中心,https://www.cec.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,18.6,亿吨,中国石油和化学工业联合会,http://www.cpcia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,南方地区,天然气,5.2,亿吨,国家能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,9.3,亿吨,电力行业协会,http://www.cepri.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北地区,可再生能源,2.8,亿吨,国家可再生能源中心,http://www.cnrec.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,福建,煤炭,12.4,亿吨,省统计局,https://www.fujian.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,广东,原油,15.8,亿吨,中国石油和化学工业联合会,http://www.cpcia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,四川,天然气,6.1,亿吨,四川省能源局,http://www.sichuan.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.5,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,3.5,亿吨,国际可再生能源机构,https://www.irena.org/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南,原油,15.5,亿吨,石油和化学工业协会,http://www.cpcia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,天然气,6.8,亿吨,中国天然气集团,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,9.2,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,西北,可再生能源,3.5,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,27,亿吨,国家统计局,https://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,石油,16,亿吨,中国石油公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,5.2,亿吨,国家能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,5,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,29.5,亿吨,中国能源网,https://www.energychina.org,2024-09-19,,,,,,,,,,,,,
2023,华北,原油,18.3,亿吨,中国石油和化学工业联合会,https://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.1,亿吨,国家发改委,https://www.ndrc.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,东北,电力,9.2,亿吨,国家电网公司,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,10.4,亿吨,国家可再生能源中心,https://www.nrec.org.cn,2024-09-19,,,,,,,,,,,,,
2022,南方,煤炭,22.7,亿吨,南方电网公司,https://www.csg.cn,2024-09-19,,,,,,,,,,,,,
2024,西北,电力,8,亿吨,中国电力企业联合会,https://www.ceea.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华南,原油,15.9,亿吨,中国海洋石油总公司,https://www.cnooc.com.cn,2024-09-19,,,,,,,,,,,,,
2022,西南,可再生能源,7.8,亿吨,中国可再生能源学会,https://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,天然气,6.3,亿吨,中国天然气协会,https://www.cnga.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,可再生能源,14.2,亿吨,中国能源研究院,https://www.cneri.org.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,6.3,亿吨,能源情报网,https://www.energyintel.com,2024-09-19,,,,,,,,,,,,,
2023,北方,煤炭,28.9,亿吨,中国煤炭协会,http://www.chinacoal.org.cn,2024-09-19,,,,,,,,,,,,,
2021,全国,电力,10.5,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2021,东北,原油,18.5,亿吨,中国石油和化工行业协会,http://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,核能,2.4,亿吨,核能发展中心,https://www.cnd.com.cn,2024-09-19,,,,,,,,,,,,,
2022,华南,电力,7.5,亿吨,南方电网公司,http://www.csg.cn,2024-09-19,,,,,,,,,,,,,
2023,西北,可再生能源,12,亿吨,全球可再生能源理事会,https://www.irena.org,2024-09-19,,,,,,,,,,,,,
2022,全国,煤炭,35.1,亿吨,国家统计局,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,天然气,5.7,亿吨,国家统计局,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.2,亿吨,中国能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华北地区,原油,19,亿吨,国际能源署,https://www.iea.org,2024-09-19,,,,,,,,,,,,,
2023,西南地区,天然气,5.2,亿吨,中国石油天然气集团,https://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,华南地区,电力,9.5,亿吨,国家电网公司,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东北地区,可再生能源,3.8,亿吨,可再生能源发展中心,http://www.rec.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,27.5,亿吨,中国统计信息网,http://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,18,亿吨,中国石油和化学工业联合会,http://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,西北地区,天然气,6.1,亿吨,中国天然气发展报告,http://www.cngas.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.1,亿吨,中国社会科学院,http://www.cssn.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,4.3,亿吨,全球可再生能源网络,http://www.ren21.net,2024-09-19,,,,,,,,,,,,,
2023,华东地区,煤炭,28.2,亿吨,中国能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华北地区,原油,16.5,亿吨,国际能源署,https://www.iea.org,2024-09-19,,,,,,,,,,,,,
2023,华南地区,天然气,5.3,亿吨,国家统计局,https://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,西南地区,电力,9.1,亿吨,全国电力公司,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东北地区,可再生能源,1.2,亿吨,中国可再生能源学会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,煤炭,29,亿吨,全国煤炭工业协会,http://www.coal.gov.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,电力,8.35,亿吨,中国电力企业联合会,http://www.cec.org.cn,2024-09-19,,,,,,,,,,,,,
2022,西北地区,可再生能源,1.8,亿吨,风能和太阳能协会,http://www.cwea.org.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,天然气,5.2,亿吨,中国天然气集团公司,http://www.cnooc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,中部地区,原油,15,亿吨,中国石油和化学工业联合会,http://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28,亿吨,环境保护部,https://www.mee.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华北,原油,18.5,亿吨,国家能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华南,天然气,6.2,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,10.5,亿吨,国家电网公司,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,可再生能源,1.2,亿吨,中国可再生能源学会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,氢能,0.3,亿吨,中国氢能联盟,http://www.chinahydrogenalliance.org,2024-09-19,,,,,,,,,,,,,
2024,全国,核能,5.1,亿吨,国家核安全局,http://www.nsn.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,风能,2.8,亿吨,中国风能协会,http://www.chinaeda.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,太阳能,3.4,亿吨,国家能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,26,亿吨,中国煤炭工业协会,http://www.chinacoal.com,2024-09-19,,,,,,,,,,,,,
2023,东部地区,煤炭,28.2,亿吨,中国能源研究院,https://www.ceri.sc.cn,2024-09-19,,,,,,,,,,,,,
2023,南部地区,原油,16.8,亿吨,国家发展改革委,https://www.ndrc.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,西部地区,天然气,6.2,亿吨,中国石油天然气公司,https://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,电力,9.5,亿吨,中国电力公司,https://www.cec.org.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,3.2,亿吨,中国可再生能源学会,https://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,北方地区,煤炭,27.5,亿吨,国家能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,华东地区,原油,15,亿吨,中国石油和化学工业联合会,https://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,中部地区,天然气,7,亿吨,中国天然气网,https://www.cngas.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.1,亿吨,中国南方电网公司,https://www.csg.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,4,亿吨,国家可再生能源中心,https://www.nrec.cn,2024-09-19,,,,,,,,,,,,,
2023,东部地区,煤炭,29.1,亿吨,中国能源网,https://www.energycn.com/,2024-09-19,,,,,,,,,,,,,
2023,南方地区,原油,16.5,亿吨,国家发改委,https://www.ndrc.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西部地区,天然气,5.2,亿吨,中国石油天然气集团,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,华北地区,电力,9.5,亿吨,中国电力发展协会,http://www.chinaeda.org/,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,6.8,亿吨,国际可再生能源署,https://www.irena.org/,2024-09-19,,,,,,,,,,,,,
2024,东北地区,煤炭,24.3,亿吨,国家矿山安全监察局,http://www.chinamsa.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,华东地区,原油,18.9,亿吨,中国石油化工集团,http://www.sinopec.com/,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,5.9,亿吨,中国能源研究会,http://www.cner.org/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.25,亿吨,中国电力公司,http://www.china-electricpower.com/,2024-09-19,,,,,,,,,,,,,
2024,西南地区,可再生能源,8,亿吨,气候变化国际合作中心,http://www.iccc.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东部地区,煤炭,28,亿吨,中国能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,北方地区,原油,19.3,亿吨,国家统计局,http://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,南方地区,天然气,5,亿吨,中国国家气候中心,http://www.cma.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西部地区,电力,9.5,亿吨,中国电力公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,15.2,亿吨,中国可再生能源协会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2022,全国,生物质能,8.1,亿吨,国家能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2022,全国,核能,2.3,亿吨,中国核能安全局,http://www.cnnc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.1,亿吨,国家电网公司,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,华南地区,天然气,6.7,亿吨,中国海洋石油总公司,http://www.cnooc.com.cn/,2024-09-19,,,,,,,,,,,,,
2022,全国,风能,20.4,亿吨,中国风能协会,http://www.cwea.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.5,亿吨,中国能源局,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华北,天然气,5.2,亿吨,国家能源局统计,https://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,可再生能源,10.3,亿吨,中国可再生能源学会,https://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,东北,原油,16.4,亿吨,国家统计局,https://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,电力,9.2,亿吨,电力公司报告,http://www.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,西北,天然气,6,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,华南,可再生能源,12.1,亿吨,能源发展报告,https://www.energy.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,东南,煤炭,22,亿吨,矿业协会,http://www.minerals.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10,亿吨,国家电力公司,http://www.spic.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,18.6,亿吨,中国石油化工集团公司,http://www.sinopec.com/,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,28.5,亿吨,中国能源局,https://www.nerc.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华北,原油,19.3,亿吨,中国石油天然气集团,https://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.2,亿吨,国家能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东南,电力,10.4,亿吨,南方电网,https://www.csg.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,可再生能源,2.8,亿吨,中国可再生能源学会,https://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,煤炭,27,亿吨,中国统计局,https://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,20.5,亿吨,中国石油大学,https://www.res.upc.edu.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,天然气,6,亿吨,国家发改委,https://www.ndrc.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,12.1,亿吨,国家电网,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,4,亿吨,国际可再生能源署,https://www.irena.org,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,29.8,亿吨,中国能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,16.5,亿吨,国际能源署,http://www.iea.org/,2024-09-19,,,,,,,,,,,,,
2023,东北,天然气,5.2,亿吨,国家统计局,http://www.stats.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,10.5,亿吨,电力公司数据中心,http://www.sgepri.sgcc.com.cn/,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,12.8,亿吨,中国清洁能源协会,http://www.china-cleanenergy.org/,2024-09-19,,,,,,,,,,,,,
2024,南方,煤炭,28.4,亿吨,中国煤炭协会,http://www.chinacoal.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,西北,原油,15.2,亿吨,国家发改委,http://www.ndrc.gov.cn/,2024-09-19,,,,,,,,,,,,,
2024,东北,天然气,6.1,亿吨,中国石油与天然气集团公司,http://www.cnpc.com.cn/,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,11.3,亿吨,电力市场监管机构,http://www.cems.org.cn/,2024-09-19,,,,,,,,,,,,,
2024,南方,可再生能源,15.6,亿吨,中国可再生能源学会,http://www.creia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华北,煤炭,28,亿吨,中国能源研究院,https://www.cnenergy.org,2024-09-19,,,,,,,,,,,,,
2023,华东,原油,19.5,亿吨,中国石油和化学工业联合会,https://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华南,天然气,5.2,亿吨,中国天然气发展报告,https://www.chtgc.com,2024-09-19,,,,,,,,,,,,,
2023,西南,电力,9,亿吨,国家电网公司,https://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,可再生能源,1.2,亿吨,中国可再生能源协会,https://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,核能,2.1,亿吨,国家核安全局,https://www.nsr.gov.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,风能,0.9,亿吨,中国风能协会,https://www.cwea.org.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,太阳能,0.7,亿吨,中国太阳能产业协会,https://www.cspia.org.cn,2024-09-19,,,,,,,,,,,,,
2021,全国,生物质能,0.5,亿吨,中国生物质能产业协会,https://www.cbia.org.cn,2024-09-19,,,,,,,,,,,,,
2022,全国,氢能,0.3,亿吨,中国氢能产业技术创新战略联盟,https://www.china-hydrogen.com,2024-09-19,,,,,,,,,,,,,
2023,东部地区,煤炭,28.5,亿吨,中国能源研究院,https://www.ceri.j.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,华北地区,原油,15.3,亿吨,中国石油和化学工业联合会,http://www.cpcia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华南地区,天然气,5.8,亿吨,中国天然气供需报告,http://www.cngas.cn,2024-09-19,,,,,,,,,,,,,
2023,西南地区,电力,10.2,亿吨,国家能源局,https://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,11.5,亿吨,可再生能源协会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2024,东北地区,煤炭,25.7,亿吨,国家统计局,https://www.stats.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,原油,16,亿吨,国际能源署,https://www.iea.org,2024-09-19,,,,,,,,,,,,,
2024,新疆,天然气,6,亿吨,中国煤气协会,http://www.caga.org.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,9.85,亿吨,中国电力公司,http://www.cec.org.cn,2024-09-19,,,,,,,,,,,,,
2024,长三角地区,可再生能源,13,亿吨,中国可再生能源与可持续发展协会,http://www.rec.org.cn,2024-09-19,,,,,,,,,,,,,
2023,华东,煤炭,29.7,亿吨,国际能源署,https://www.iea.org,2024-09-19,,,,,,,,,,,,,
2023,西南,天然气,5.2,亿吨,中国能源网,http://www.chinaenergy.org,2024-09-19,,,,,,,,,,,,,
2023,华北,原油,16.5,亿吨,国家能源局,http://www.nea.gov.cn,2024-09-19,,,,,,,,,,,,,
2023,东北,电力,9.2,亿吨,中国电力网,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2023,全国,可再生能源,8,亿吨,国家可再生能源中心,http://www.cresc.cn,2024-09-19,,,,,,,,,,,,,
2024,华南,天然气,6,亿吨,中国城市能源协会,http://www.cuea.org,2024-09-19,,,,,,,,,,,,,
2024,北方,煤炭,28.4,亿吨,中国煤炭工业协会,http://www.coal.gov.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,电力,10.5,亿吨,国家电网公司,http://www.sgcc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,中部,原油,17.9,亿吨,中国石油天然气集团公司,http://www.cnpc.com.cn,2024-09-19,,,,,,,,,,,,,
2024,全国,可再生能源,12,亿吨,中国可再生能源学会,http://www.creia.org.cn,2024-09-19,,,,,,,,,,,,,
2023,东部地区,煤炭,28.5,亿吨,中国能源网,https://www.cec.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,华中地区,原油,18.2,亿吨,中国石油和化学工业联合会,https://www.cpcia.org.cn/,2024-09-19,,,,,,,,,,,,,
2023,西南地区,天然气,5.2,亿吨,国家能源局,http://www.nea.gov.cn/,2024-09-19,,,,,,,,,,,,,
2023,南方地区,电力,9.1,亿吨,中国电力公司,http://www.chinaep.com/,2024-09-19,,,,,,,,,,,,,
