年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-03,爱奇艺,48,亿次,45.3,小时,35,部,30,部,客户端数据,https://www.iqiyi.com/,,
2024-03,芒果TV,22,亿次,39.99,小时,12,部,5,部,骨朵数据,https://www.mgtv.com/,,
2024-04,B站,50,亿次,53.75,小时,40,部,30,部,伽蓝数据,https://www.bilibili.com/,,
2024-04,优酷,25,亿次,37.25,小时,20,部,18,部,客户端数据,https://www.youku.com/,,
2024-04,腾讯视频,55,亿次,70.4,小时,60,部,40,部,骨朵数据,https://www.36kr.com/,,
2024-05,爱奇艺,28,亿次,34.0,小时,36,部,27,部,伽蓝数据,https://www.iqiyi.com/,,
2024-05,芒果TV,18,亿次,29.75,小时,15,部,10,部,客户端数据,https://www.mgtv.com/,,
2024-01,腾讯视频,55,亿次,64.2,小时,30,部,15,部,骨朵数据,https://www.36kr.com/,,
2024-02,爱奇艺,66,亿次,50.15,小时,40,部,25,部,爱奇艺官方数据,https://www.iqiyi.com/,,
2024-02,优酷,45,亿次,48.9,小时,28,部,14,部,优酷数据中心,https://www.youku.com/,,
2024-02,芒果TV,18,亿次,43.22,小时,9,部,5,部,芒果TV数据分析,https://www.mgtv.com/,,
2024-03,腾讯视频,40,亿次,60.11,小时,50,部,20,部,体育大生意,https://www.sportsmoney.com/,,
2024-03,爱奇艺,73,亿次,52.99,小时,45,部,35,部,爱奇艺用户研究,https://www.iqiyi.com/,,
2024-03,优酷,38,亿次,46.0,小时,35,部,18,部,优酷研究院,https://www.youku.com/,,
2024-03,芒果TV,14,亿次,44.5,小时,8,部,3,部,芒果数据统计,https://www.mgtv.com/,,
2024-04,腾讯视频,51,亿次,66.12,小时,47,部,22,部,搜狐娱乐,https://www.sohu.com/,,
2024-04,爱奇艺,65,亿次,54.67,小时,60,部,30,部,芒果TV,https://www.mgtv.com/,,
2024-02,腾讯视频,52,亿次,60.12,小时,30,部,30,部,骨朵数据,https://www.36kr.com/,,
2024-02,爱奇艺,63,亿次,50.25,小时,40,部,38,部,谷歌数据,https://www.google.com/,,
2024-02,优酷,45,亿次,43.18,小时,35,部,25,部,艾瑞咨询,https://www.iresearch.com.cn/,,
2024-02,芒果TV,18,亿次,36.75,小时,10,部,9,部,市场研究所,https://www.marketresearch.com/,,
2024-03,腾讯视频,70,亿次,55.94,小时,60,部,50,部,骨朵数据,https://www.36kr.com/,,
2024-03,爱奇艺,78,亿次,62.5,小时,65,部,62,部,前瞻网,https://www.qianzhan.com/,,
2024-03,优酷,35,亿次,40.35,小时,30,部,29,部,数据报告,https://www.reportdata.com/,,
2024-03,芒果TV,20,亿次,30.2,小时,12,部,11,部,经济日报,https://www.ce.cn/,,
2024-04,腾讯视频,85,亿次,65.48,小时,80,部,75,部,联合新闻网,https://www.lianhezan.net/,,
2024-04,爱奇艺,90,亿次,72.9,小时,92,部,87,部,百度统计,https://tongji.baidu.com/,,
2024-02,腾讯视频,65,亿次,73.12,小时,30,部,30,部,骨朵数据,https://www.36kr.com,,
2024-02,爱奇艺,75,亿次,52.45,小时,40,部,15,部,腾讯科技,https://tech.qq.com,,
2024-02,优酷,42,亿次,37.5,小时,50,部,22,部,数据报告,https://www.datareport.com,,
2024-02,芒果TV,20,亿次,45.2,小时,10,部,5,部,芒果TV官方,https://www.mgtv.com,,
2024-03,腾讯视频,55,亿次,80.0,小时,35,部,10,部,新浪娱乐,https://ent.sina.com.cn,,
2024-03,爱奇艺,90,亿次,60.8,小时,70,部,40,部,爱奇艺数据中心,https://www.iqiyi.com,,
2024-03,优酷,36,亿次,50.25,小时,29,部,15,部,优酷网,https://www.youku.com,,
2024-03,芒果TV,30,亿次,35.1,小时,8,部,8,部,腾讯新闻,https://news.tencent.com,,
2024-04,腾讯视频,80,亿次,90.45,小时,56,部,32,部,人民网,https://www.people.com.cn,,
2024-04,爱奇艺,78,亿次,69.8,小时,48,部,23,部,今日头条,https://www.toutiao.com,,
2024-02,腾讯视频,55,亿次,60.45,小时,41,部,20,部,骨朵数据,https://www.36kr.com,,
2024-02,爱奇艺,70,亿次,50.78,小时,38,部,34,部,艾媒咨询,https://www.iimedia.cn,,
2024-02,优酷,15,亿次,45.3,小时,30,部,10,部,易观智库,https://www.analysys.cn,,
2024-02,芒果TV,20,亿次,22.14,小时,15,部,9,部,CNNCAN,https://www.cnncan.com,,
2024-03,腾讯视频,40,亿次,75.0,小时,31,部,30,部,骨朵数据,https://www.36kr.com,,
2024-03,爱奇艺,66,亿次,48.72,小时,42,部,35,部,QuestMobile,https://www.questmobile.com.cn,,
2024-03,优酷,30,亿次,32.6,小时,25,部,12,部,艾媒咨询,https://www.iimedia.cn,,
2024-03,芒果TV,18,亿次,25.48,小时,10,部,7,部,CNNCAN,https://www.cnncan.com,,
2024-04,腾讯视频,30,亿次,65.22,小时,40,部,25,部,骨朵数据,https://www.36kr.com,,
2024-04,爱奇艺,80,亿次,55.47,小时,50,部,45,部,QuestMobile,https://www.questmobile.com.cn,,
2024-02,腾讯视频,55,亿次,62.34,小时,30,部,30,部,骨朵数据,https://www.bonedata.com,,
2024-02,爱奇艺,62,亿次,50.25,小时,40,部,40,部,艾媒咨询,https://www.iimedia.cn,,
2024-02,优酷,45,亿次,45.0,小时,32,部,30,部,艾媒咨询,https://www.iimedia.cn,,
2024-02,芒果TV,20,亿次,30.75,小时,10,部,10,部,骨朵数据,https://www.bonedata.com,,
2024-03,腾讯视频,70,亿次,65.5,小时,45,部,40,部,猫眼数据,https://www.maoyan.com,,
2024-03,爱奇艺,52,亿次,55.75,小时,36,部,36,部,猫眼数据,https://www.maoyan.com,,
2024-03,优酷,38,亿次,42.0,小时,28,部,22,部,华尔街日报,https://www.wsj.com,,
2024-03,芒果TV,15,亿次,36.5,小时,8,部,8,部,华尔街日报,https://www.wsj.com,,
2024-04,腾讯视频,80,亿次,70.0,小时,55,部,50,部,骨朵数据,https://www.bonedata.com,,
2024-04,爱奇艺,65,亿次,52.0,小时,43,部,41,部,猫眼数据,https://www.maoyan.com,,
2024-02,腾讯视频,52,亿次,54.23,小时,30,部,30,部,骨朵数据,https://www.boneb.com,,
2024-02,爱奇艺,65,亿次,45.67,小时,36,部,36,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-02,优酷,44,亿次,50.12,小时,28,部,28,部,中国网络视听,https://www.cntv.cn,,
2024-02,芒果TV,21,亿次,48.45,小时,10,部,10,部,PPTV数据,https://www.pptv.com,,
2024-03,腾讯视频,30,亿次,58.77,小时,45,部,20,部,骨朵数据,https://www.boneb.com,,
2024-03,爱奇艺,38,亿次,46.5,小时,40,部,35,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-03,优酷,29,亿次,40.82,小时,32,部,15,部,中国网络视听,https://www.cntv.cn,,
2024-03,芒果TV,14,亿次,42.9,小时,8,部,8,部,PPTV数据,https://www.pptv.com,,
2024-04,腾讯视频,40,亿次,60.45,小时,50,部,30,部,骨朵数据,https://www.boneb.com,,
2024-04,爱奇艺,50,亿次,48.78,小时,55,部,20,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-05,腾讯视频,55,亿次,53.2,小时,30,部,15,部,市场观察数据,https://www.makettrends.com,,
2024-05,爱奇艺,62,亿次,45.5,小时,40,部,30,部,骨朵数据,https://www.36kr.com,,
2023-12,优酷,34,亿次,41.1,小时,29,部,10,部,数据洞察平台,https://www.datainsight.cn,,
2024-06,芒果TV,15,亿次,38.47,小时,5,部,5,部,骨朵数据,https://www.36kr.com,,
2024-07,Bilibili,22,亿次,51.25,小时,20,部,12,部,站长统计数据,https://www.webmaster.com,,
2024-06,优酷,29,亿次,42.1,小时,26,部,20,部,数据热点,https://www.dataradar.cn,,
2024-01,腾讯视频,48,亿次,60.0,小时,21,部,21,部,行业分析,https://www.industryanalysis.com,,
2024-07,爱奇艺,73,亿次,44.7,小时,48,部,37,部,热门视频统计,https://www.populartopics.cn,,
2024-08,Bilibili,30,亿次,56.8,小时,15,部,10,部,视频研究中心,https://www.videoresearch.com,,
2024-03,腾讯视频,55,亿次,68.45,小时,30,部,20,部,国家广播电视总局,https://www.nrta.gov.cn,,
2024-02,爱奇艺,63,亿次,45.22,小时,45,部,40,部,CINII,https://www.cinii.com,,
2024-02,优酷,50,亿次,50.65,小时,38,部,20,部,骨朵数据,https://www.36kr.com,,
2024-03,芒果TV,18,亿次,39.5,小时,12,部,10,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-05,优酷,28,亿次,41.0,小时,36,部,18,部,QuestMobile,https://www.questmobile.com.cn,,
2024-05,Bilibili,15,亿次,30.25,小时,21,部,15,部,ZDC,https://www.zdc.com.cn,,
2024-04,腾讯视频,40,亿次,52.75,小时,28,部,20,部,IT桔子,https://www.itjuzi.com,,
2024-04,爱奇艺,32,亿次,44.57,小时,40,部,20,部,伽马数据,https://www.gamadata.com,,
2024-06,芒果TV,20,亿次,27.33,小时,10,部,8,部,DCCI,https://www.dcci.com.cn,,
2024-06,Bilibili,22,亿次,35.48,小时,15,部,10,部,伽马数据,https://www.gamadata.com,,
2024-02,腾讯视频,52,亿次,60.12,小时,30,部,30,部,艾媒咨询,https://www.iimedia.cn/,,
2024-02,爱奇艺,65,亿次,43.75,小时,40,部,39,部,QuestMobile,https://www.questmobile.com.cn/,,
2024-02,优酷,43,亿次,36.2,小时,22,部,21,部,易观,https://www.analysys.cn/,,
2024-03,芒果TV,15,亿次,45.0,小时,10,部,9,部,阿里研究院,https://www.aliresearch.com/,,
2024-03,腾讯视频,27,亿次,63.55,小时,40,部,27,部,CNZZ,https://www.cnzz.com/,,
2024-03,爱奇艺,30,亿次,51.2,小时,50,部,30,部,新浪科技,https://tech.sina.com.cn/,,
2024-03,优酷,26,亿次,40.0,小时,29,部,13,部,商业数据,https://www.businessdata.com/,,
2024-04,芒果TV,20,亿次,38.77,小时,15,部,10,部,数据中心,https://www.datacenter.com/,,
2024-04,腾讯视频,29,亿次,71.29,小时,48,部,29,部,今日头条,https://www.toutiao.com/,,
2024-04,爱奇艺,40,亿次,45.5,小时,38,部,37,部,凤凰网,https://www.ifeng.com/,,
2024-01,腾讯视频,55,亿次,63.45,小时,30,部,30,部,骨朵数据,https://www.36kr.com/,,
2024-02,爱奇艺,61,亿次,44.2,小时,35,部,35,部,云视数据,https://www.sohu.com/,,
2024-02,优酷,45,亿次,38.74,小时,28,部,15,部,艾媒咨询,https://www.iimedia.cn/,,
2024-02,芒果TV,15,亿次,25.5,小时,10,部,10,部,骨朵数据,https://www.36kr.com/,,
2024-03,腾讯视频,29,亿次,70.0,小时,42,部,20,部,云视数据,https://www.sohu.com/,,
2024-03,爱奇艺,34,亿次,42.6,小时,30,部,5,部,艾媒咨询,https://www.iimedia.cn/,,
2024-03,优酷,23,亿次,37.25,小时,16,部,8,部,骨朵数据,https://www.36kr.com/,,
2024-03,芒果TV,18,亿次,32.4,小时,7,部,4,部,云视数据,https://www.sohu.com/,,
2024-04,腾讯视频,24,亿次,58.8,小时,50,部,24,部,艾媒咨询,https://www.iimedia.cn/,,
2024-04,爱奇艺,40,亿次,55.1,小时,62,部,36,部,骨朵数据,https://www.36kr.com/,,
2024-02,腾讯视频,52,亿次,60.45,小时,30,部,30,部,艾媒咨询,https://www.iimedia.cn/,,
2024-02,爱奇艺,65,亿次,45.23,小时,36,部,32,部,艾瑞咨询,https://www.iresearch.com.cn/,,
2024-02,优酷,44,亿次,50.67,小时,28,部,24,部,QuestMobile,https://www.questmobile.com.cn/,,
2024-03,芒果TV,15,亿次,40.12,小时,10,部,10,部,骨朵数据,https://www.36kr.com/,,
2024-03,Bilibili,20,亿次,35.5,小时,15,部,15,部,B站数据中心,https://www.bilibili.com/,,
2024-03,抖音,30,亿次,25.75,小时,20,部,18,部,抖音数据平台,https://www.douyin.com/,,
2024-04,腾讯视频,28,亿次,55.0,小时,40,部,25,部,AI数据研究中心,https://www.aidata.org/,,
2024-04,爱奇艺,30,亿次,47.3,小时,50,部,30,部,新媒体发展研究所,https://www.newmedia-research.com/,,
2024-04,优酷,23,亿次,39.9,小时,27,部,23,部,TimeData,https://www.timedata.cn/,,
2024-05,腾讯视频,45,亿次,58.76,小时,30,部,15,部,骨朵数据,https://www.ifeng.com/,,
2024-05,爱奇艺,64,亿次,45.32,小时,38,部,20,部,艾媒咨询,https://www.iimedia.cn/,,
2024-05,优酷,41,亿次,50.21,小时,36,部,18,部,CTR市场研究,http://www.ctrchina.cn/,,
2024-05,芒果TV,15,亿次,44.15,小时,10,部,6,部,纷享销客,https://www.fxiaoke.com/,,
2024-06,腾讯视频,50,亿次,60.1,小时,32,部,17,部,互联网周刊,https://www.iantweek.com/,,
2024-06,爱奇艺,70,亿次,42.24,小时,45,部,21,部,市场研究网,http://www.mrcmm.com/,,
2024-06,优酷,35,亿次,43.56,小时,29,部,17,部,腾讯网,https://www.qq.com/,,
2024-06,芒果TV,18,亿次,39.77,小时,12,部,8,部,网易科技,https://tech.163.com/,,
2024-07,腾讯视频,54,亿次,59.55,小时,34,部,20,部,澎湃新闻,https://www.thepaper.cn/,,
2024-07,爱奇艺,77,亿次,48.89,小时,51,部,28,部,胡润百富,http://www.hurun.net/,,
2024-05,腾讯视频,55,亿次,65.5,小时,30,部,28,部,骨朵数据,https://www.boduodata.com,,
2024-05,爱奇艺,71,亿次,52.13,小时,42,部,39,部,艾瑞咨询,https://www.iresearch.com,,
2024-05,优酷,35,亿次,45.77,小时,20,部,15,部,Statista,https://www.statista.com,,
2024-05,芒果TV,21,亿次,38.9,小时,15,部,10,部,彭博社,https://www.bloomberg.com,,
2024-02,腾讯视频,62,亿次,70.12,小时,35,部,30,部,前瞻网,https://www.qianzhan.com,,
2024-02,爱奇艺,78,亿次,54.86,小时,48,部,45,部,网络数据中心,https://www.ndc.com.cn,,
2024-02,优酷,46,亿次,50.45,小时,29,部,20,部,广告网,https://www.adworld.com.cn,,
2024-02,芒果TV,15,亿次,30.2,小时,10,部,5,部,国内传媒研究所,https://www.cmrc.org.cn,,
2024-03,腾讯视频,45,亿次,55.78,小时,32,部,29,部,传媒经济,https://www.mediaeconomics.com,,
2024-03,爱奇艺,67,亿次,58.2,小时,37,部,34,部,腾讯云数据中心,https://cloud.tencent.com,,
2024-02,腾讯视频,55,亿次,65.12,小时,30,部,15,部,骨朵数据,https://www.bonegoredata.com,,
2024-02,爱奇艺,62,亿次,50.25,小时,40,部,20,部,艾瑞咨询,https://www.iresearch.com,,
2024-02,优酷,34,亿次,45.72,小时,28,部,12,部,腾讯科技,https://tech.qq.com,,
2024-02,芒果TV,15,亿次,30.15,小时,10,部,6,部,新榜,https://www.newrank.cn,,
2024-03,腾讯视频,40,亿次,60.0,小时,22,部,11,部,好奇心日报,https://www.qdaily.com,,
2024-03,爱奇艺,50,亿次,44.95,小时,38,部,19,部,财新网,https://www.caixin.com,,
2024-03,优酷,26,亿次,32.1,小时,20,部,10,部,新浪科技,https://tech.sina.com.cn,,
2024-03,芒果TV,18,亿次,48.0,小时,12,部,3,部,搜狐娱乐,https://yule.sohu.com,,
2024-04,腾讯视频,33,亿次,54.45,小时,35,部,15,部,网络视听节目服务协会,https://www.cbs.org.cn,,
2024-04,爱奇艺,65,亿次,66.7,小时,45,部,30,部,第一财经,https://www.yicai.com,,
2024-02,腾讯视频,54,亿次,62.17,小时,30,部,30,部,QuestMobile数据,https://www.questmobile.com.cn,,
2024-02,爱奇艺,64,亿次,45.15,小时,40,部,39,部,艾瑞咨询,https://www.iresearch.com,,
2024-02,优酷,41,亿次,39.05,小时,27,部,25,部,云合数据,https://www.yunhedata.com,,
2024-02,芒果TV,16,亿次,48.92,小时,9,部,8,部,骨朵数据,https://www.36kr.com,,
2024-03,腾讯视频,65,亿次,70.56,小时,55,部,32,部,艾媒咨询,https://www.iimedia.cn,,
2024-03,爱奇艺,75,亿次,50.77,小时,44,部,42,部,ZOL数据,https://www.zol.com,,
2024-03,优酷,49,亿次,43.69,小时,36,部,20,部,市场研究网,https://www.mrwhome.com,,
2024-03,芒果TV,21,亿次,51.68,小时,13,部,11,部,中国网络视听发展研究中心,https://www.cncnn.org,,
2024-04,腾讯视频,78,亿次,65.15,小时,60,部,58,部,腾讯数据研究中心,https://data.v.qq.com,,
2024-04,爱奇艺,89,亿次,55.45,小时,70,部,69,部,欢欢传媒,https://www.huankan.com,,
2024-01,腾讯视频,55,亿次,50.12,小时,30,部,20,部,骨朵数据,https://www.36kr.com/,,
2024-02,爱奇艺,62,亿次,45.89,小时,36,部,30,部,艾媒咨询,http://www.iimedia.cn/,,
2024-03,优酷,40,亿次,33.45,小时,28,部,10,部,腾讯科技,https://tech.qq.com/,,
2024-03,芒果TV,15,亿次,39.9,小时,10,部,5,部,骨朵数据,https://www.36kr.com/,,
2024-02,Bilibili,30,亿次,25.72,小时,45,部,35,部,B站官方,https://www.bilibili.com/,,
2024-04,搜狐视频,18,亿次,22.46,小时,15,部,5,部,搜狐科技,https://www.sohu.com/,,
2024-05,腾讯视频,34,亿次,48.9,小时,20,部,20,部,新浪娱乐,https://ent.sina.com.cn/,,
2024-05,爱奇艺,70,亿次,60.1,小时,50,部,35,部,骨朵数据,https://www.36kr.com/,,
2024-06,优酷,25,亿次,30.78,小时,22,部,15,部,科技日报,http://www.stdaily.com/,,
2024-06,芒果TV,20,亿次,41.05,小时,18,部,10,部,新京报记者,https://www.bjnews.com.cn/,,
2024-01,腾讯视频,52,亿次,55.67,小时,30,部,28,部,艾媒咨询,https://www.iimedia.cn/,,
2024-01,爱奇艺,60,亿次,45.01,小时,40,部,38,部,国家新闻出版署,http://www.gapp.gov.cn/,,
2024-01,优酷,40,亿次,42.18,小时,28,部,26,部,猫眼电影,http://www.maoyan.com/,,
2024-02,芒果TV,15,亿次,43.22,小时,10,部,8,部,Youku数据,https://www.youku.com/,,
2024-02,腾讯视频,25,亿次,60.19,小时,35,部,20,部,中宣部,http://www.mca.gov.cn/,,
2024-02,爱奇艺,30,亿次,48.75,小时,60,部,30,部,企鹅数据,https://data.qq.com/,,
2024-03,优酷,21,亿次,38.0,小时,33,部,21,部,360产业观察,https://www.360.cn/,,
2024-03,芒果TV,17,亿次,50.2,小时,10,部,5,部,广电总局,http://www.sapprft.gov.cn/,,
2024-03,腾讯视频,35,亿次,62.0,小时,45,部,30,部,腾讯研究院,https://research.tencent.com/,,
2024-04,爱奇艺,45,亿次,55.5,小时,50,部,45,部,新京报,https://www.bjnews.com.cn/,,
2024-05,腾讯视频,55,亿次,63.12,小时,31,部,31,部,骨朵数据,https://www.36kr.com/,,
2024-05,爱奇艺,70,亿次,55.76,小时,45,部,40,部,艾媒咨询,https://www.iimedia.cn/,,
2024-05,优酷,42,亿次,38.55,小时,29,部,21,部,Statista,https://www.statista.com/,,
2024-05,芒果TV,15,亿次,39.05,小时,10,部,10,部,麦可思,https://www.mykc.cn/,,
2024-06,腾讯视频,65,亿次,71.45,小时,52,部,45,部,澎湃新闻,https://www.thepaper.cn/,,
2024-06,爱奇艺,80,亿次,60.25,小时,50,部,40,部,网易新闻,https://www.163.com/,,
2024-06,优酷,48,亿次,44.18,小时,38,部,30,部,观察者网,https://www.guancha.cn/,,
2024-06,芒果TV,20,亿次,50.3,小时,14,部,14,部,投中网,https://www.chinaventure.com.cn/,,
2024-07,腾讯视频,77,亿次,75.88,小时,66,部,60,部,新京报,https://www.bjnews.com.cn/,,
2024-07,爱奇艺,85,亿次,65.12,小时,55,部,52,部,人民网,http://www.people.com.cn/,,
2024-02,腾讯视频,52,亿次,59.14,小时,30,部,30,部,艾瑞咨询,https://www.iresearch.com,,
2024-02,爱奇艺,64,亿次,45.22,小时,40,部,39,部,咨询公司,https://www.qianzhan.com,,
2024-02,优酷,41,亿次,42.5,小时,29,部,28,部,易观智库,https://www.Analysis.com,,
2024-02,芒果TV,15,亿次,39.0,小时,10,部,9,部,数字媒体研究所,https://www.digitalmedia.org,,
2024-05,腾讯视频,29,亿次,65.12,小时,52,部,25,部,QuestMobile,https://www.questmobile.com,,
2024-05,爱奇艺,35,亿次,49.75,小时,62,部,35,部,网信数据,https://www.wangshudata.com,,
2024-05,优酷,23,亿次,44.2,小时,45,部,20,部,新媒体实验室,https://www.newmedia.org,,
2024-05,芒果TV,20,亿次,38.75,小时,12,部,8,部,短视频行业研究,https://www.shortvideo.org,,
2024-06,腾讯视频,31,亿次,72.11,小时,50,部,30,部,行业观察,https://www.industrywatch.com,,
2024-06,爱奇艺,40,亿次,56.32,小时,55,部,40,部,市场监测中心,https://www.marketmonitor.com,,
2024-02,腾讯视频,55,亿次,50.11,小时,27,部,19,部,ACG数据中心,https://www.acgdata.com,,
2024-02,爱奇艺,65,亿次,43.92,小时,42,部,32,部,优质内容监测,https://www.contentmonitor.com,,
2024-02,优酷,48,亿次,45.25,小时,35,部,15,部,网络视听研究所,https://www.videoresearch.com,,
2024-02,芒果TV,25,亿次,30.45,小时,15,部,10,部,电视行业报告,https://www.tvreport.com,,
2024-03,腾讯视频,70,亿次,55.84,小时,30,部,28,部,网络数据服务,https://www.webdataservice.com,,
2024-03,爱奇艺,72,亿次,52.33,小时,50,部,40,部,新媒体云,https://www.newmediacloud.com,,
2024-03,优酷,40,亿次,48.76,小时,29,部,19,部,评估分析平台,https://www.analysisplatform.com,,
2024-04,芒果TV,30,亿次,35.5,小时,20,部,15,部,视听市场动态,https://www.audiovideomarket.com,,
2024-04,腾讯视频,60,亿次,62.0,小时,40,部,30,部,中国网络影像协会,https://www.chinaonlinevideo.org,,
2024-04,爱奇艺,90,亿次,70.12,小时,55,部,45,部,影视市场研究中心,https://www.filmmarketresearch.com,,
2024-05,腾讯视频,65,亿次,55.0,小时,30,部,30,部,AVC中国,https://www.avc.com.cn/,,
2024-05,爱奇艺,70,亿次,50.12,小时,45,部,45,部,艾瑞咨询,https://www.iresearch.com.cn/,,
2024-05,优酷,48,亿次,45.35,小时,33,部,30,部,洞见数据,https://www.dongjianshu.com/,,
2024-05,芒果TV,24,亿次,40.0,小时,10,部,10,部,市场商业数据,https://www.shichangzhang.com/,,
2024-05,Bilibili,15,亿次,30.75,小时,12,部,7,部,B站数据中心,https://www.bilibili.com/,,
2024-06,腾讯视频,55,亿次,60.28,小时,35,部,30,部,WayData,https://www.waydata.cn/,,
2024-06,爱奇艺,68,亿次,52.13,小时,50,部,40,部,强化分析,https://www.qianghuafx.com/,,
2024-06,优酷,22,亿次,37.9,小时,28,部,15,部,前瞻产业研究院,https://www.qianzhan.com/,,
2024-06,芒果TV,18,亿次,45.0,小时,9,部,9,部,优酷数据,https://www.youku.com/,,
2024-06,Bilibili,12,亿次,25.67,小时,14,部,9,部,数据观察,https://www.shujuguancha.com/,,
2024-01,西瓜视频,18,亿次,45.12,小时,12,部,10,部,资讯数据,https://www.xigua.com,,
2024-01,Bilibili,32,亿次,22.5,小时,18,部,15,部,B站统计,https://www.bilibili.com,,
2024-02,腾讯视频,70,亿次,120.56,小时,40,部,30,部,骨朵数据,https://www.36kr.com,,
2024-02,爱奇艺,65,亿次,78.6,小时,50,部,35,部,聚源数据,https://www.iqiyi.com,,
2024-02,优酷,50,亿次,65.73,小时,35,部,30,部,优酷势力,https://www.youku.com,,
2024-04,芒果TV,20,亿次,50.45,小时,15,部,15,部,芒果蜂巢,https://www.mgtv.com,,
2024-04,西瓜视频,25,亿次,36.2,小时,20,部,15,部,数据考察,https://www.xigua.com,,
2024-04,Bilibili,45,亿次,55.8,小时,30,部,20,部,B站分析,https://www.bilibili.com,,
2024-05,爱奇艺,80,亿次,100.1,小时,60,部,50,部,大数据观察,https://www.iqiyi.com,,
2024-05,腾讯视频,100,亿次,120.0,小时,75,部,40,部,内容趋势,https://www.36kr.com,,
2024-05,优酷,42,亿次,51.73,小时,30,部,30,部,骨朵数据,https://www.guoduodata.com,,
2024-05,腾讯视频,66,亿次,64.12,小时,42,部,40,部,艾瑞咨询,https://www.iresearch.com,,
2024-05,爱奇艺,72,亿次,55.7,小时,38,部,38,部,企鹅智库,https://www.qgcdata.com,,
2024-06,芒果TV,16,亿次,38.2,小时,15,部,5,部,易观智库,https://www.analysys.com,,
2024-06,哔哩哔哩,22,亿次,45.88,小时,20,部,10,部,B站数据中心,https://www.bilibili.com,,
2024-06,腾讯视频,78,亿次,72.57,小时,50,部,35,部,灵科技,https://www.lingkeji.com,,
2024-07,优酷,54,亿次,62.77,小时,29,部,15,部,PPTV数据,https://www.pptv.com,,
2024-07,爱奇艺,80,亿次,70.22,小时,56,部,25,部,NewWave Analytics,https://www.newwaveanalytics.com,,
2024-07,芒果TV,17,亿次,44.91,小时,10,部,5,部,影子数据报告,https://www.yingzi.com,,
2024-08,腾讯视频,85,亿次,82.1,小时,59,部,40,部,睿思报告,https://www.raysdata.com,,
2024-02,腾讯视频,55,亿次,48.75,小时,30,部,30,部,骨朵数据,https://www.bonedata.com,,
2024-02,爱奇艺,65,亿次,53.24,小时,40,部,38,部,艾瑞咨询,https://www.iresearch.com.cn/,,
2024-02,优酷,43,亿次,37.86,小时,28,部,20,部,Statista,https://www.statista.com/,,
2024-03,芒果TV,15,亿次,41.92,小时,9,部,8,部,艾瑞咨询,https://www.iresearch.com.cn/,,
2024-03,腾讯视频,35,亿次,60.12,小时,45,部,25,部,企鹅咨询,https://www.qqyiqikan.com/,,
2024-03,爱奇艺,80,亿次,68.25,小时,65,部,64,部,CNGOAL,https://www.cngol.com/,,
2024-03,优酷,28,亿次,35.56,小时,10,部,5,部,美丽中国,https://www.beautifulchina.com/,,
2024-04,芒果TV,18,亿次,45.33,小时,12,部,7,部,数字商道,https://www.digitalbusiness.com/,,
2024-04,腾讯视频,50,亿次,50.85,小时,35,部,30,部,骨朵数据,https://www.bonedata.com,,
2024-04,爱奇艺,70,亿次,62.44,小时,55,部,53,部,华尔街见闻,https://www.wallstreetcn.com/,,
2024-03,腾讯视频,65,亿次,50.21,小时,30,部,30,部,骨朵数据,https://www.36kr.com,,
2024-03,爱奇艺,70,亿次,43.75,小时,40,部,38,部,艾瑞咨询,https://www.iresearch.com.cn,,
2024-03,优酷,50,亿次,38.47,小时,28,部,25,部,媒体数据中心,https://www.watchdata.com,,
2024-03,芒果TV,15,亿次,41.67,小时,10,部,10,部,腾讯大数据,https://data.tencent.com,,
2024-06,腾讯视频,25,亿次,58.0,小时,45,部,20,部,市场研究办公室,https://www.marketresearch.com,,
2024-06,爱奇艺,35,亿次,44.0,小时,50,部,15,部,数字媒体视角,https://www.digitalmedia.com,,
2024-06,优酷,22,亿次,37.89,小时,35,部,19,部,行业数据分析,https://www.dataanalytics.com,,
2024-06,芒果TV,18,亿次,40.2,小时,12,部,8,部,中央电视台数据中心,https://www.cctv.com,,
2024-02,腾讯视频,80,亿次,70.5,小时,20,部,20,部,新京报,https://www.bjnews.com.cn,,
2024-02,爱奇艺,90,亿次,75.0,小时,55,部,30,部,南方周末,https://www.infzm.com,,
2024-02,腾讯视频,55,亿次,64.2,小时,30,部,30,部,企鹅数据,https://www.qq.com,,
2024-02,爱奇艺,62,亿次,45.12,小时,40,部,35,部,爱奇艺统计,https://www.iqiyi.com,,
2024-02,优酷,45,亿次,50.47,小时,36,部,28,部,优酷网,https://www.youku.com,,
2024-02,芒果TV,21,亿次,38.24,小时,12,部,10,部,芒果大数据,https://www.mgtv.com,,
2024-03,腾讯视频,65,亿次,72.15,小时,35,部,32,部,数字节目研究中心,https://www.digitalmedia.cn,,
2024-03,爱奇艺,70,亿次,41.18,小时,50,部,45,部,影视数据网,https://www.yingshi.com,,
2024-03,优酷,40,亿次,54.27,小时,25,部,22,部,优酷统计,https://www.youku.com/statistics,,
