日期,剧名,播放平台,所属单位,播放次数,单位,播放时长,单位.1,是否网剧,采集来源,来源链接,采集时间,备注
2024-06-29,江湖夜雨,腾讯视频,江湖影业,31.0,亿次,1320,分钟,是,网络影视平台,https://www.networkfilms.com/,,
2024-08-01,错位人生,优酷、爱奇艺,梦想影视,19.8,亿次,1100,分钟,是,电影数据统计,https://www.moviedatastats.com/,,
2024-01-20,未来都市,爱奇艺、优酷,北京新未来文化传媒有限公司,30.15,亿次,1500,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-02-10,异界探险,腾讯视频,广州市后起之秀影业,40.7,亿次,1300,分钟,是,影视数据周报,https://www.dianyingzhibo.com/,,
2024-03-15,今日头条,优酷、腾讯视频,新锐影业,29.99,亿次,1150,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-04-21,青春无悔,爱奇艺,北京青春纪元文化传媒,22.68,亿次,980,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-05-05,真实的谎言,优酷、Netflix,环球影业,18.75,亿次,1020,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-06-30,黑暗界域,爱奇艺、腾讯视频,梦工厂国际,35.66,亿次,1450,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-07-15,血色玫瑰,优酷,竞技影业,24.88,亿次,1105,分钟,是,影视数据周刊,https://www.yingshiweekly.com/,,
2024-08-25,飞越星空,腾讯视频,星际影业,44.12,亿次,1350,分钟,是,影视数字报告,https://www.dianyingzhibo.com/,,
2024-09-10,三国演义2024,爱奇艺、优酷,历史影视,50.02,亿次,1800,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-10-30,明日的希望,搜狐、腾讯视频,陈辉文化,33.9,亿次,1220,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-11-25,众生皆苦,爱奇艺、优酷,红石文化,28.4,亿次,1503,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-12-05,逆转人生,腾讯视频,未来影视,38.57,亿次,1650,分钟,是,影视信息网,https://www.yingshiweekly.com/,,
2023-12-15,剑心传奇,优酷、爱奇艺,华夏影视,20.45,亿次,1400,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-11-30,记忆之桥,腾讯视频,激情文化,37.52,亿次,1250,分钟,是,影视数字平台,https://lmtw.com/,,
2023-10-20,千年传说,优酷,中原文化,31.21,亿次,1420,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-09-05,幽灵战士,爱奇艺,北方影视,26.74,亿次,920,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-10,浮世画卷,优酷、爱奇艺,北京爱奇艺科技有限公司,18.75,亿次,1120,分钟,是,影视数据监测,https://www.ysmonitor.com/,,
2023-12-05,未知的召唤,腾讯视频,腾讯公司,30.12,亿次,960,分钟,是,网络娱乐数据,https://www.wlenty.com/,,
2024-03-15,未来的回声,优酷、爱奇艺,未来影视制作有限公司,40.8,亿次,1450,分钟,是,影剧数据服务,https://www.yjdata.com/,,
2023-09-20,星际旅行者,腾讯视频,星空影视,16.4,亿次,1250,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-07-11,时间的旋律,优酷,北京时光科技有限公司,29.5,亿次,980,分钟,是,影视分析网,https://www.filmanalysis.com/,,
2023-10-25,旧梦重温,爱奇艺,梦回影视,23.1,亿次,1400,分钟,是,影视大数据,https://www.filmdata.com/,,
2024-05-30,彼岸花,腾讯视频、优酷,花间传媒,35.4,亿次,1670,分钟,是,热门影视指数,https://www.dramahot.com/,,
2023-11-22,最好的我们,爱奇艺,青春影视,20.75,亿次,1150,分钟,是,在线影视统计,https://www.ztdata.com/,,
2024-08-18,遗忘的年代,优酷、腾讯视频,沉梦影视,28.6,亿次,1380,分钟,是,影视热度分析,https://www.bytedata.com/,,
2023-12-15,让爱回家,爱奇艺、腾讯视频,温暖影视,50.2,亿次,1450,分钟,是,影视网评分,https://www.filmscores.com/,,
2023-10-15,重启人生,优酷,重启影视,39.1,亿次,1250,分钟,是,影视观看数据,https://www.viewingdata.com/,,
2024-09-07,永恒的羁绊,腾讯视频,羁绊传媒,22.5,亿次,1300,分钟,是,影视趋势报告,https://www.trendreport.com/,,
2024-02-13,未来时光,优酷、爱奇艺,时光视界,34.9,亿次,1650,分钟,是,数字化影视,https://www.digitfilm.com/,,
2024-06-25,追梦旅程,腾讯视频、爱奇艺,梦想影视,45.3,亿次,1520,分钟,是,影音数据分析,https://www.audioanalys.com/,,
2023-09-14,黑夜的边缘,优酷、腾讯视频,边缘影业,33.2,亿次,1980,分钟,是,影视市场观察,https://www.filmmarket.com/,,
2024-04-09,传奇之旅,爱奇艺、优酷,传奇影视,27.8,亿次,1190,分钟,是,影视动态追踪,https://www.filmtrack.com/,,
2024-11-11,浪潮之子,优酷、腾讯视频,浪潮传媒,39.8,亿次,1280,分钟,是,影视评论网,https://www.filmreview.com/,,
2023-03-30,梦的旅程,爱奇艺,梦想影院,15.6,亿次,760,分钟,是,影视数据统计中心,https://www.statcenter.com/,,
2024-06-15,隐秘而伟大,爱奇艺、优酷,企鹅影视,43.7,亿次,1500,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-10,奇幻之旅,腾讯视频,华策影视,12.4,亿次,720,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-08-20,爱的重启,优酷、腾讯视频,乐视网,29.8,亿次,900,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-12-05,绝境生存,爱奇艺,梦上海影业,37.6,亿次,1100,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-09-15,青春的逆袭,腾讯视频、爱奇艺,东阳美拉传媒有限公司,20.9,亿次,1350,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-07-11,城市猎人,优酷,华谊兄弟,46.3,亿次,1700,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-11-01,未来的路,腾讯视频、爱奇艺,浙江传媒学院,14.5,亿次,860,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-04-08,时光之旅,优酷、腾讯视频,北京传奇影业,55.2,亿次,1980,分钟,是,豆瓣,https://movie.douban.com/,,
2023-09-02,最后的回忆,爱奇艺,新丽传媒,22.1,亿次,1250,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-06-01,梦回大明,腾讯视频,光线传媒,11.9,亿次,640,分钟,是,影视数据显示,https://www.yingshidata.com/,,
2024-03-05,逆转时光,优酷、爱奇艺,壹心娱乐,28.3,亿次,980,分钟,是,影视行业观察,https://www.ysxx.com/,,
2023-08-26,红尘作伴,爱奇艺、优酷,新人类影视,15.7,亿次,880,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-10-12,密室逃脱,腾讯视频,无锡影业,31.5,亿次,1450,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-02-14,特别的她,优酷、腾讯视频,爱奇艺公司,27.8,亿次,1100,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-12-20,回归的旅程,爱奇艺,北京爱奇艺科技有限公司,50.4,亿次,1750,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-03-30,小镇的往事,腾讯视频,秋水影视,18.6,亿次,1100,分钟,是,影视行业观察,https://www.ysxx.com/,,
2023-05-21,求职恋爱,爱奇艺、优酷,果敢文化,20.2,亿次,950,分钟,是,豆瓣,https://movie.douban.com/,,
2024-03-15,异星启示,爱奇艺、腾讯视频,北京光影星辰影视,40.2,亿次,1450,分钟,是,新媒体内容汇,https://www.xinmeiti.com/,,
2024-01-22,假面骑士,优酷、抖音,上海曜蓝文化,15.6,亿次,720,分钟,是,网络娱乐时讯,https://www.wangluoyule.com/,,
2023-12-05,梦中的家,腾讯视频,江苏蓝天影视,27.3,亿次,1230,分钟,是,影视数据监测,https://www.yingshijiance.com/,,
2024-05-05,最后的勇者,优酷、爱奇艺,佳禾传媒,36.8,亿次,1580,分钟,是,爱奇艺热播榜,https://www.iqiyi.com/,,
2024-02-10,江湖侠客,腾讯视频,魔方影视,22.9,亿次,980,分钟,是,网络影视数据,https://www.wangluoyingshi.com/,,
2023-09-25,星际探险,优酷、央视,未来影业,18.1,亿次,800,分钟,是,影视数据平台,https://www.yingshidata.com/,,
2024-04-18,遗失在时间里,优酷、腾讯视频,龙鸣传媒,30.5,亿次,1100,分钟,是,互联网影视报道,https://www.ylws.com/,,
2023-11-30,新世纪的爱情,爱奇艺、腾讯视频,银星文化,21.2,亿次,960,分钟,是,影视行业观察,https://www.yingshiguancha.com/,,
2024-06-01,黑暗之光,优酷,光辉娱乐,12.4,亿次,670,分钟,是,电影数据分析,https://www.dianyindata.com/,,
2024-08-19,神秘的家,腾讯视频、爱奇艺,新内容传媒,29.0,亿次,1345,分钟,是,影视收视分析,https://www.shoumi.com/,,
2024-09-12,明亮的未来,优酷、B站,未来科技影视,33.7,亿次,1590,分钟,是,新媒体剧评,https://www.xmedia.com/,,
2023-12-20,勇者无畏,优酷,视界传媒,24.6,亿次,1120,分钟,是,文化艺术数据,https://www.wenhua.com/,,
2024-07-25,影之谜,爱奇艺、腾讯视频,灵动影业,28.9,亿次,1375,分钟,是,影视传播平台,https://www.yingshi.com/,,
2023-09-15,时空穿梭,优酷、抖音,时光科技,41.3,亿次,1140,分钟,是,社会文化观察,https://www.societydata.com/,,
2024-10-10,生死边界,腾讯视频、爱奇艺,众视传媒,45.8,亿次,1450,分钟,是,影视界,https://www.yingshijie.com/,,
2024-03-30,风云再起,爱奇艺,宇宙剧场,19.1,亿次,820,分钟,是,影视趋势,https://www.yingshichu.com/,,
2024-01-05,绝境求生,优酷,新视界文化,29.6,亿次,1230,分钟,是,播放数据显示,https://www.bofangshuju.com/,,
2024-04-25,异界旅者,优酷、B站,优酷信息技术（北京）有限公司,34.7,亿次,1500,分钟,是,影视市场分析网,https://www.movieanalysis.com/,,
2023-12-20,孤岛惊魂,腾讯视频,腾讯公司,29.5,亿次,1340,分钟,是,影视数据观察,https://www.yingshidataobserve.com/,,
2023-09-15,命运之轮,爱奇艺,爱奇艺公司,45.8,亿次,1200,分钟,是,网影数据中心,https://www.wangyingdata.com/,,
2024-01-09,光阴的故事,优酷、腾讯视频,完美世界影视,38.1,亿次,900,分钟,是,中国影视周刊,https://www.chinayingshiweekly.com/,,
2024-03-12,海边的故事,B站、爱奇艺,B站内容团队,22.2,亿次,730,分钟,是,新影视平台,https://www.xinyingmedia.com/,,
2024-02-05,星际探险,腾讯视频、优酷,京东影业,53.0,亿次,1580,分钟,是,中国影视数据报告,https://www.chinafilmdatareport.com/,,
2023-11-22,记忆重回,爱奇艺,奇娱影视,17.3,亿次,820,分钟,是,爱奇艺数据中心,https://www.iqiyi.com/,,
2024-05-03,冒险者联盟,腾讯视频、优酷,完美世界影音,44.4,亿次,1600,分钟,是,影视新感知,https://www.newfilmperception.com/,,
2024-06-30,神秘的邻居,爱奇艺,爱奇艺公司,11.9,亿次,600,分钟,是,综合影视数据网,https://www.comprehensivefilmdata.com/,,
2024-07-15,禁忌的拍摄,优酷,北京星辰文化传媒,33.3,亿次,1470,分钟,是,中国网络影视平台,https://www.chinanetworkfilm.com/,,
2023-12-10,花园中的秘密,B站、腾讯视频,华视传媒,28.7,亿次,1120,分钟,是,影视频道发布,https://www.yingshichannels.com/,,
2024-01-18,万象更新,爱奇艺、优酷,流媒体科技,40.6,亿次,1550,分钟,是,影视观察社,https://www.yingshiobservatory.com/,,
2024-02-12,迷雾追踪,优酷、B站,奇迹文化,19.9,亿次,960,分钟,是,新媒体研究院,https://www.newmediaresearch.com/,,
2023-11-03,勇者无畏,腾讯视频,大明影视,26.5,亿次,1190,分钟,是,娱乐数据网,https://www.entertainmentdata.com/,,
2024-06-20,不可思议的旅程,优酷、爱奇艺,湖南电视台,50.1,亿次,1450,分钟,是,影视未来观察,https://www.filmfuturewatch.com/,,
2024-02-24,追忆光阴,腾讯视频,映像文化,37.7,亿次,1040,分钟,是,数据影视库,https://www.datamoviehub.com/,,
2023-12-30,求生游戏,优酷、爱奇艺,影动传媒,30.4,亿次,1180,分钟,是,影视资源中心,https://www.filmresourcecenter.com/,,
2024-08-10,虚拟奇谈,爱奇艺、Bilibili,数字幻境传媒有限公司,41.27,亿次,1200,分钟,是,影视数据中心,https://www.yingshidata.com/,,
2024-06-22,迷雾森林,腾讯视频、优酷,深林影视有限公司,30.88,亿次,900,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-09-05,城市探险家,优酷,腾讯影业,15.67,亿次,780,分钟,是,影视大数据,https://www.huanqiu.com/,,
2024-11-01,传说中的仙女,爱奇艺、Bilibili,晨光影视有限公司,55.32,亿次,1500,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-04-15,时光信使,腾讯视频,盛世娱乐传媒,28.75,亿次,1100,分钟,是,影视情报网,https://www.ysqq.com/,,
2024-03-01,梦回大明,优酷、乐视视频,大明影视,49.19,亿次,1650,分钟,是,娱乐前沿,https://www.yuleqianyan.com/,,
2024-12-25,黑夜的秘密,爱奇艺,星空影视集团,11.29,亿次,640,分钟,是,灯塔数据,https://lmtw.com/,,
2024-01-10,超自然事件,优酷、腾讯视频,秋风影视,40.56,亿次,1300,分钟,是,影视观察者,https://www.yingshiguanzhu.com/,,
2024-10-30,科技梦境,Bilibili,未来影视有限公司,22.99,亿次,860,分钟,是,新兴媒体报道,https://www.newmedia.com/,,
2024-02-20,家族秘事,腾讯视频,幸福时光传媒,34.88,亿次,1450,分钟,是,影视话题中心,https://www.yingshitopic.com/,,
2023-12-15,灵魂摆渡,优酷,奇迹影视,29.14,亿次,980,分钟,是,影视资讯网,https://www.yingshizixun.com/,,
2023-11-30,大时代,爱奇艺、腾讯视频,星辰影视,45.1,亿次,1350,分钟,是,影视数据分析,https://www.filmdataanalysis.com/,,
2024-03-15,异界战场,Bilibili、腾讯视频,跨界影视,35.45,亿次,1100,分钟,是,新媒体视听,https://www.xinmedia.com/,,
2024-07-01,海底世界,爱奇艺,深海影业,39.82,亿次,1560,分钟,是,电影圈,https://www.moviecircle.com/,,
2024-09-12,青春纪念册,优酷、爱奇艺,怀旧影视公司,38.56,亿次,1500,分钟,是,视听派,https://www.shitingpai.com/,,
2023-11-20,生存游戏,腾讯视频,极限娱乐,16.85,亿次,750,分钟,是,娱乐新观察,https://www.yulexinguanchai.com/,,
2023-10-12,超能进化,Bilibili,超级娱乐公司,27.64,亿次,1320,分钟,是,影视前瞻,https://www.yingshiqianzhan.com/,,
2024-02-01,末日决战,优酷、爱奇艺、腾讯视频,时空影视,53.39,亿次,1690,分钟,是,影视产业网,https://www.filmindustry.com/,,
2024-01-10,科技先锋,优酷、腾讯视频,灵犀科技传媒,15.25,亿次,720,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-04-22,逐梦青春,爱奇艺,华夏影视,36.7,亿次,1050,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-06-15,和平的边缘,腾讯视频、爱奇艺,新视听传媒,40.05,亿次,1250,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-03-30,时间旅行者的烦恼,优酷,阳光影视,29.8,亿次,720,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-02-14,无尽的往返,腾讯视频、优酷,海洋文化产业,23.1,亿次,960,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-07-02,我们的未来,爱奇艺,未来影视公司,45.5,亿次,1440,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-08-10,神秘的地平线,腾讯视频、优酷、爱奇艺,华风影业,30.78,亿次,1346,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-05-26,追寻白昼的黑暗,腾讯视频,东阳美拉传媒有限公司,24.12,亿次,1130,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-08-15,隐藏的真相,优酷,乐视影业,37.72,亿次,850,分钟,是,豆瓣,https://movie.douban.com/,,
2024-09-02,平行时空,爱奇艺、优酷,未来影业,29.5,亿次,1270,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-08-25,飞跃梦想,腾讯视频,华夏青年影视,52.66,亿次,1950,分钟,是,搜索影视,https://www.searchmovie.com/,,
2024-10-01,虚拟城市,优酷、爱奇艺,视线科技传媒,28.4,亿次,800,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-09-15,最后的学期,腾讯视频,青年电影集团,33.9,亿次,1100,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-11-05,超越现实,爱奇艺,时光影业,26.18,亿次,1300,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-12-25,夏日回忆,优酷、腾讯视频,东阳影视,20.9,亿次,1120,分钟,是,豆瓣,https://movie.douban.com/,,
2024-11-15,光芒万丈,优酷、爱奇艺,飞跃传媒,38.4,亿次,1150,分钟,是,搜索影视,https://www.searchmovie.com/,,
2024-04-15,未来之城,优酷、爱奇艺,华视传媒有限公司,18.74,亿次,1500,分钟,是,影视数据网,https://yingshizhi.com/,,
2024-03-30,幸福的模样,腾讯视频,腾讯公司,29.01,亿次,1100,分钟,是,新媒体影视,https://www.xinmeiti.com/,,
2024-01-20,七彩人生,爱奇艺、腾讯视频,芒果TV,43.32,亿次,1350,分钟,是,网络影视数据,https://www.wl23.com/,,
2024-05-10,往日时光,优酷、爱奇艺,光线传媒,15.67,亿次,780,分钟,是,米域影视,https://www.miyu.com/,,
2024-04-01,阳光少年,优酷,世纪伙伴影视,37.55,亿次,920,分钟,是,大数据影视平台,https://www.bigsdata.com/,,
2024-06-12,山海经探奇,腾讯视频,天娱传媒,28.44,亿次,1650,分钟,是,影视动态,https://www.yingshidongtai.com/,,
2024-05-25,月下游园,爱奇艺、优酷,北京文投控股,23.68,亿次,1150,分钟,是,影视观察,https://www.yingshiguankan.com/,,
2024-02-10,死亡游戏,优酷、腾讯视频,新丽传媒,55.11,亿次,1350,分钟,是,影视数据平台,https://www.datafilm.com/,,
2023-12-31,掌中宝,爱奇艺,华策影视,30.45,亿次,1600,分钟,是,数据分析平台,https://www.shujuanalyze.com/,,
2023-11-25,可爱之家,腾讯视频、爱奇艺,完美世界影视,26.89,亿次,1050,分钟,是,新媒体资讯,https://www.xinmei.info/,,
2024-07-05,彼岸花,优酷,北京光影世纪,36.77,亿次,1500,分钟,是,网络影视渠道,https://www.yingshiq.com/,,
2024-03-22,赛博城市,爱奇艺,奇迹传媒,20.09,亿次,1320,分钟,是,影视热度网,https://www.yingsshiredu.com/,,
2024-02-05,风暴中心,优酷、腾讯视频,大地影视,41.12,亿次,1180,分钟,是,影视行情,https://www.yingshiqing.com/,,
2024-06-28,神秘旅行者,爱奇艺,云图影视,27.66,亿次,1250,分钟,是,网络视听中心,https://www.wangluoshiting.com/,,
2024-01-15,世外桃源,优酷、爱奇艺、腾讯视频,星辉传媒,50.98,亿次,1450,分钟,是,影视后市研究,https://www.zhanshi.media/,,
2023-09-15,长空之翼,腾讯视频,天马影视,14.65,亿次,920,分钟,是,互联网娱乐数据,https://www.wangluofeng.com/,,
2024-04-10,未来的美梦,优酷、爱奇艺,北京未来影业,15.75,亿次,1100,分钟,是,影视数据平台,https://www.yingshidata.com/,,
2024-06-01,暗影追踪,腾讯视频,华盛影视传媒,28.67,亿次,1350,分钟,是,新媒体影像,https://www.newmediaimage.com/,,
2024-03-15,繁星之夜,爱奇艺、优酷,东方辉影业,40.21,亿次,900,分钟,是,影视热度排名,https://www.yingshistat.com/,,
2024-05-01,飘渺之境,优酷、腾讯视频,未来影业,19.34,亿次,1500,分钟,是,网络影视报告,https://www.iqiyi.com/,,
2023-12-18,岁月的痕迹,爱奇艺,北方传媒有限公司,33.8,亿次,1080,分钟,是,数据影讯,https://www.datalive.com/,,
2024-01-25,绝境求生,腾讯视频,星辰影业,52.1,亿次,1200,分钟,是,全球影视数据,https://www.globaldata.tv/,,
2023-11-30,无尽之旅,优酷、爱奇艺,时空影视,16.79,亿次,840,分钟,是,新视角影视数据,https://www.newperspective.com/,,
2024-02-20,隐藏的世界,腾讯视频,月影传媒,46.43,亿次,1750,分钟,是,视频热度追踪,https://www.videotracker.com/,,
2024-07-15,至高之王,爱奇艺,雄狮影业,27.3,亿次,1340,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-09-15,绝对控制,优酷、腾讯视频,未来简史影业,29.99,亿次,1160,分钟,是,文化影视观察,https://www.culturalobservation.com/,,
2023-10-20,临界之境,优酷,潮流影视,48.56,亿次,1600,分钟,是,观影数据报告,https://www.audiencereport.com/,,
2023-12-05,迷雾之中,爱奇艺、腾讯视频,百花影视,23.11,亿次,1020,分钟,是,新媒体影视数据,https://www.newmediadata.com/,,
2024-03-25,梦中情缘,优酷、爱奇艺,晨星影视,36.44,亿次,1400,分钟,是,影视数据信息,https://www.datainformation.com/,,
2024-06-10,飘荡的彼岸,腾讯视频,跨时空影业,20.82,亿次,1150,分钟,是,数据观察网,https://www.datawatch.com/,,
2023-11-25,逆转人生,爱奇艺,幻想影业,38.49,亿次,1450,分钟,是,影视观察,https://www.filmwatch.com/,,
2023-10-15,沉默的真相,优酷、腾讯视频,都市影视,30.01,亿次,920,分钟,是,视频数据中心,https://www.videocenter.com/,,
2024-01-18,未知的未来,爱奇艺,新视窗影业,24.5,亿次,1440,分钟,是,影音数据网,https://www.audiodata.net/,,
2024-02-05,最后的守望,腾讯视频,光辉影业,35.12,亿次,1550,分钟,是,影视潮流,https://www.filmtrend.com/,,
2024-09-01,星际漂流,优酷、腾讯视频,星辰娱乐有限公司,48.2,亿次,1450,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-08-15,非凡任务,爱奇艺,乐视影业,33.5,亿次,1100,分钟,是,互联影视分析,https://www.iqiyi.com/,,
2024-07-07,梦游天地,腾讯视频、优酷,火云科技,50.0,亿次,1200,分钟,是,新媒体影视网,https://www.newmediaaudio.com/,,
2024-06-10,光之守护者,优酷、爱奇艺,维权动漫,29.1,亿次,950,分钟,是,最新影视报告,https://www.yingshidata.com/,,
2024-05-05,寂静之地,腾讯视频,贝壳传媒,12.5,亿次,800,分钟,是,影视观察网,https://www.yingshiweekly.com/,,
2024-04-15,追梦者,优酷,新品文化,45.7,亿次,1340,分钟,是,影视热评网,https://v.qq.com/,,
2024-03-25,烈焰战士,爱奇艺、腾讯视频,新光影业,38.0,亿次,1100,分钟,是,在线影视解析,https://www.iqiyi.com/,,
2024-02-20,时光之旅,优酷,未来影视制作,26.4,亿次,1020,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-10,无尽旅程,爱奇艺,量子影视,30.2,亿次,1280,分钟,是,高级影视数据库,https://www.yingshidata.com/,,
2023-12-01,远方的呼唤,腾讯视频、优酷,祥云影视,22.8,亿次,950,分钟,是,影视资讯快报,https://www.newmediaaudio.com/,,
2023-11-20,无声的证据,爱奇艺,星座影视,27.9,亿次,1100,分钟,是,影视信息网,https://www.yingshiweekly.com/,,
2023-10-30,幽灵笔记,优酷、腾讯视频,龙翔传媒,16.1,亿次,880,分钟,是,剧集数据报告,https://v.qq.com/,,
2023-09-10,星辰划破天际,爱奇艺、优酷,彩虹影视公司,29.4,亿次,1250,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-08-25,平行世界的秘密,腾讯视频,无界影视,35.6,亿次,1350,分钟,是,8020影视数据,https://www.iqiyi.com/,,
2023-07-15,法外之地,优酷、爱奇艺,梦之影影视,41.2,亿次,1180,分钟,是,影视市场观察,https://movie.douban.com/,,
2023-06-05,异界双生,爱奇艺、腾讯视频,双星影视,17.5,亿次,960,分钟,是,影视航迹,https://www.iqiyi.com/,,
2023-05-22,天涯共此时,优酷,秋水传媒,24.3,亿次,1020,分钟,是,数据影视分析,https://www.yingshidata.com/,,
2024-04-01,未来的边界,爱奇艺、腾讯视频,未来影视科技,15.3,亿次,1020,分钟,是,中国视频行业报告,https://www.chinavideoreport.com/,,
2024-06-10,隐秘的角落,腾讯视频,中升影视,29.7,亿次,1360,分钟,是,云视频分析平台,https://www.yunvideoanaly.com/,,
2024-08-05,时光旅者,优酷、爱奇艺,星辰影业有限公司,45.0,亿次,1500,分钟,是,中国影视动态,https://www.chinafilmnews.com/,,
2024-09-20,梦中的花园,优酷,海洋文化传播,11.9,亿次,830,分钟,是,内容创意在线,https://www.contentcreativity.com/,,
2024-10-01,苍穹之下,腾讯视频、爱奇艺,未来视界传媒,32.8,亿次,1780,分钟,是,电视与视频研究中心,https://www.tvr&video.com/,,
2024-11-11,人间烟火,优酷、中央电视台,百年影业,40.5,亿次,2100,分钟,是,华夏影视资讯,https://www.huaxyafilm.com/,,
2023-12-15,荒野求生,体育频道、爱奇艺,冒险影视制作,26.2,亿次,970,分钟,是,娱乐新闻快报,https://www.entertainmentnews.com/,,
2023-12-30,光影迷踪,优酷、腾讯视频,天府影业,34.1,亿次,1100,分钟,是,中国影视数据中心,https://www.cinemadatacenter.com/,,
2024-01-18,星际探险,爱奇艺,宇宙影视,50.0,亿次,2000,分钟,是,未来娱乐观察,https://www.futureentertainment.com/,,
2024-03-05,家族秘辛,腾讯视频、优酷,故事会影视,18.7,亿次,1400,分钟,是,影视市场分析,https://www.filmmarketanalysis.com/,,
2024-01-25,碎梦者,优酷,幻影传媒,22.3,亿次,850,分钟,是,数字电视信息网,https://www.digiteltvinfo.com/,,
2023-10-15,最后的守护者,腾讯视频,守护影视,48.6,亿次,1750,分钟,是,新媒体出品,https://www.newmediarelease.com/,,
2023-11-30,重返梦想,爱奇艺、优酷,梦想工厂影业,36.4,亿次,1320,分钟,是,中国文化与影视,https://www.chinaculturefilm.com/,,
2024-05-15,无声的回忆,腾讯视频,沉默影业,15.1,亿次,940,分钟,是,文艺影视指南,https://www.artfilmguide.com/,,
2024-06-01,走出阴霾,优酷、爱奇艺,积极传媒,53.8,亿次,1900,分钟,是,中国视听网,https://www.chinavideonetwork.com/,,
2024-07-20,浮世绘,爱奇艺,传世影业,20.9,亿次,1200,分钟,是,数字媒体研究,https://www.digitalmediaresearch.com/,,
2024-08-22,来不及的拥抱,腾讯视频、优酷,生命影业,38.6,亿次,1560,分钟,是,华语影视动态,https://www.cnhyfilm.com/,,
2023-08-22,光影交错,优酷、爱奇艺,北京华影线科技有限公司,18.6,亿次,1500,分钟,是,影视市场分析,https://www.yingshichan.com/,,
2024-01-10,北方的冬天,腾讯视频、爱奇艺,北影世纪传媒,15.2,亿次,800,分钟,是,影视数据合集,https://www.yingshizhinan.com/,,
2024-04-05,灵异事件,爱奇艺,灵动影视,35.67,亿次,1240,分钟,是,在线收视率分析,https://www.zxsssj.com/,,
2024-02-15,重返光明,腾讯视频、优酷,光影时代影视有限公司,27.88,亿次,1345,分钟,是,影视数据统计,https://www.yingshitsj.com/,,
2024-06-12,异界探险,优酷,世纪星辰影视,50.3,亿次,2200,分钟,是,数据驱动分析,https://www.shunshidata.com/,,
2023-12-01,时间的尽头,腾讯视频,未来影业,8.75,亿次,600,分钟,是,电影评论网,https://www.moviecomment.com/,,
2023-07-14,困在未来,爱奇艺、腾讯视频,新派影视制作,12.45,亿次,780,分钟,是,新媒体数据报告,https://www.newmediareport.com/,,
2024-03-30,绝境求生,优酷、腾讯视频,东华影视科技,48.22,亿次,1750,分钟,是,影视趋势分析,https://www.yingshiquan.com/,,
2023-05-24,声临其境,优酷,众启影业,29.9,亿次,1400,分钟,是,网络视听数据,https://www.wlil.com/,,
2024-09-11,追寻梦想,腾讯视频、爱奇艺,和视文化传播,9.15,亿次,500,分钟,是,影视观看趋势,https://www.yingxuan.com/,,
2023-06-18,遥远的回声,爱奇艺,滚石影视公司,20.0,亿次,1300,分钟,是,影视统计分析,https://www.yingshitongji.com/,,
2024-03-02,夜幕降临,优酷,深蓝影视科技,33.47,亿次,1500,分钟,是,影视市场观测,https://www.yingshiguojian.com/,,
