年月,地区,健身房人数,单位,健身工作室数量,单位.1,健身俱乐部数量,单位.2,健身渗透率,经常参加体育锻炼的人数,单位.3,人均体育场馆面积,单位.4,健身休闲产业规模,单位.5,马拉松参加人数,单位.6,采集来源,来源链接,采集时间,备注【疑问汇总】
2023-11-15,山东,550.0,万人,3220.0,个,2800.0,个,0.038,1700.0,万人,1.46,平方米,52.0,亿元,4.2,万人,山东省体育局,https://www.sd.gov.cn,,
2023-10-30,甘肃,70.0,万人,410.0,个,360.0,个,0.0054,200.0,万人,1.61,平方米,6.88,亿元,0.5,万人,甘肃省体育局,https://www.gansu.gov.cn,,
2023-12-15,新疆,120.0,万人,700.0,个,600.0,个,0.0095,350.0,万人,1.75,平方米,10.91,亿元,0.9,万人,新疆维吾尔自治区体育局,https://www.xinjiang.gov.cn,,
2023-10-01,广东,820.0,万人,4900.0,个,4300.0,个,0.055,2500.0,万人,1.6,平方米,81.5,亿元,6.3,万人,中国健身行业研究中心,https://www.chinawellness.com,,
2023-09-01,上海,290.0,万人,1500.0,个,1400.0,个,0.02,900.0,万人,1.2,平方米,28.7,亿元,2.5,万人,上海市体育局,https://www.shsports.gov.cn,,
2022-12-01,北京,220.0,万人,1300.0,个,1200.0,个,0.0175,700.0,万人,1.4,平方米,25.0,亿元,2.0,万人,国家体育总局,https://www.sport.gov.cn,,
2023-11-01,四川,360.0,万人,2200.0,个,1900.0,个,0.028,1200.0,万人,1.7,平方米,35.5,亿元,3.0,万人,成都健身产业协会,https://www.chengdufitness.org,,
2023-08-01,河南,200.0,万人,1250.0,个,1100.0,个,0.019,680.0,万人,1.46,平方米,22.5,亿元,1.8,万人,河南省体育局,https://www.hn.gov.cn,,
2023-05-01,新加坡,110.0,万人,800.0,个,600.0,个,0.008,330.0,万人,1.6,平方米,12.0,亿元,0.9,万人,新加坡文化、社区及青年部,https://www.mccy.gov.sg,,
2023-03-01,广西,175.0,万人,900.0,个,800.0,个,0.0121,520.0,万人,1.5,平方米,15.0,亿元,1.2,万人,广西体育局,https://www.gxsports.gov.cn,,
2023-12-01,内蒙古,150.0,万人,850.0,个,730.0,个,0.0108,440.0,万人,1.6,平方米,13.0,亿元,1.05,万人,内蒙古自治区体育局,https://www.nmg.gov.cn,,
2023-04-01,甘肃,75.0,万人,400.0,个,350.0,个,0.0053,220.0,万人,1.55,平方米,7.5,亿元,0.65,万人,甘肃省体育局,https://www.gansu.gov.cn,,
2023-11-01,四川,420.0,万人,1800.0,个,1500.0,个,0.0301,1350.5,万人,1.52,平方米,25.67,亿元,2.1,万人,四川省体育局,http://www.sc.gov.cn/zt/2023/zuqiujie/,,
2023-10-01,浙江,580.0,万人,2700.0,个,2450.0,个,0.0558,1800.0,万人,1.45,平方米,75.43,亿元,4.0,万人,浙江省体育局,http://www.zj.gov.cn/yw/20231001/,,
2023-12-01,广西,160.0,万人,940.0,个,820.0,个,0.0115,480.0,万人,1.49,平方米,15.67,亿元,1.02,万人,国家体育总局,http://www.sports.gov.cn/2023/,,
2023-09-01,甘肃,65.0,万人,400.0,个,350.0,个,0.0055,190.0,万人,1.61,平方米,6.25,亿元,0.45,万人,甘肃省体育局,http://www.gansu.gov.cn/sports/,,
2023-08-01,河南,340.0,万人,2000.0,个,1800.0,个,0.0254,1020.0,万人,1.47,平方米,36.92,亿元,3.3,万人,河南省体育局,http://www.henan.gov.cn/sports/,,
2023-07-01,福建,310.0,万人,1800.0,个,1600.0,个,0.0225,950.0,万人,1.38,平方米,30.12,亿元,2.05,万人,福建省社会体育管理中心,http://www.fujian.gov.cn/sports/,,
2023-05-01,内蒙古,150.0,万人,800.0,个,700.0,个,0.0087,420.0,万人,1.45,平方米,11.34,亿元,1.1,万人,内蒙古自治区体育局,http://www.nmg.gov.cn/2023/sports/,,
2023-06-01,湖北,300.0,万人,1600.0,个,1400.0,个,0.0211,880.0,万人,1.54,平方米,29.15,亿元,2.4,万人,湖北省体育局,http://www.hubei.gov.cn/sports/,,
2023-04-01,上海,290.0,万人,1900.0,个,1600.0,个,0.0195,820.0,万人,1.35,平方米,28.27,亿元,2.25,万人,上海市体育总会,http://www.shanghai.gov.cn/sports/,,
2024-03-01,重庆,186.0,万人,1100.0,个,950.0,个,0.012,550.0,万人,1.4,平方米,17.5,亿元,1.4,万人,中国健美协会,https://www.cnis.org.cn/,,
2024-05-01,广东,850.0,万人,4900.0,个,4200.0,个,0.053,2400.0,万人,1.6,平方米,100.0,亿元,7.0,万人,全景网,https://www.panjing.com/,,
2024-01-01,上海,290.0,万人,1700.0,个,1400.0,个,0.02,820.0,万人,1.5,平方米,30.0,亿元,2.5,万人,城市健身网,https://www.cityfitness.cn/,,
2024-07-01,江苏,765.0,万人,4500.0,个,3800.0,个,0.05,2200.0,万人,1.48,平方米,75.0,亿元,6.0,万人,健身中国,https://www.fitnesschina.cn/,,
2024-02-01,四川,388.0,万人,2200.0,个,1800.0,个,0.03,1050.0,万人,1.66,平方米,35.0,亿元,4.0,万人,四川日报,https://www.scdaily.cn/,,
2024-04-01,浙江,520.0,万人,3100.0,个,2800.0,个,0.037,1400.0,万人,1.42,平方米,45.0,亿元,5.5,万人,浙江省体育局,https://www.zjsports.gov.cn/,,
2024-06-01,云南,175.0,万人,950.0,个,800.0,个,0.0109,495.0,万人,1.49,平方米,15.6,亿元,1.1,万人,云南健身协会,https://www.ynyiqiang.com/,,
2024-08-01,福建,310.0,万人,1900.0,个,1600.0,个,0.0255,940.0,万人,1.35,平方米,29.0,亿元,2.5,万人,福建省体育局,https://www.fjsports.gov.cn/,,
2024-09-01,吉林,85.0,万人,490.0,个,420.0,个,0.0047,265.0,万人,1.6,平方米,7.5,亿元,0.55,万人,吉林省健身协会,https://www.jlfitness.gov.cn/,,
2024-01-01,湖北,340.0,万人,2000.0,个,1800.0,个,0.024,1000.0,万人,1.5,平方米,30.0,亿元,3.0,万人,国家体育总局,https://www.sport.gov.cn,,
2024-02-01,广东,800.0,万人,4800.0,个,4200.0,个,0.0545,2500.0,万人,1.6,平方米,80.0,亿元,6.0,万人,中国体育产业网,http://www.csport.ch,,
2024-03-01,江苏,750.0,万人,4600.0,个,3950.0,个,0.051,2300.0,万人,1.45,平方米,75.0,亿元,4.0,万人,健身行业协会,https://www.fitnessassociation.com.cn,,
2024-04-01,上海,300.0,万人,1700.0,个,1450.0,个,0.0195,800.0,万人,1.25,平方米,28.0,亿元,2.5,万人,全球健身中心,https://www.globalfitness.com,,
2024-05-01,北京,290.0,万人,1600.0,个,1400.0,个,0.018,850.0,万人,1.4,平方米,27.0,亿元,2.2,万人,体育产业改革研究中心,http://www.sportreform.cn,,
2024-06-01,四川,360.0,万人,2200.0,个,1930.0,个,0.025,1000.0,万人,1.7,平方米,32.0,亿元,4.0,万人,四川省体育局,http://www.ssport.gov.cn,,
2024-07-01,辽宁,210.0,万人,1300.0,个,1100.0,个,0.014,600.0,万人,1.6,平方米,18.0,亿元,1.5,万人,辽宁省体育局,http://www.liaoningsport.gov.cn,,
2024-08-01,江西,150.0,万人,900.0,个,800.0,个,0.0102,500.0,万人,1.4,平方米,13.0,亿元,1.1,万人,江西省马拉松协会,http://www.jxmarathon.org,,
2024-09-01,贵州,95.0,万人,500.0,个,450.0,个,0.0054,280.0,万人,1.5,平方米,9.0,亿元,0.75,万人,贵州省体育局,http://www.gzsports.gov.cn,,
2024-10-01,新疆,115.0,万人,700.0,个,600.0,个,0.0088,350.0,万人,1.6,平方米,10.0,亿元,0.85,万人,新疆体育局,http://www.xjsport.gov.cn,,
2024-01-01,云南,183.0,万人,1010.0,个,900.0,个,0.0142,540.0,万人,1.43,平方米,17.1,亿元,1.5,万人,体育经济研究中心,https://sports.ec.com.cn,,
2024-01-01,内蒙古,145.0,万人,870.0,个,769.0,个,0.011,400.0,万人,1.6,平方米,13.5,亿元,1.1,万人,内蒙古体育局,http://www.nmgty.gov.cn,,
2023-11-01,广西,160.0,万人,930.0,个,800.0,个,0.0128,470.0,万人,1.52,平方米,15.7,亿元,1.25,万人,地方运动战略部,https://www.guangxi.gov.cn/sports,,
2024-01-01,aaaaaa,292.0,万人,1703.0,个,1500.0,个,0.0189,830.0,万人,1.68,平方米,26.2,亿元,2.05,万人,福建健康发展协会,https://www.fjhealth.org.cn,,
2024-01-01,黑龙江,108.0,万人,603.0,个,500.0,个,0.008,310.0,万人,1.61,平方米,9.9,亿元,0.75,万人,黑龙江省体育局,https://www.hljty.gov.cn,,
2023-11-01,陕西,210.0,万人,1240.0,个,1040.0,个,0.014,600.0,万人,1.49,平方米,20.25,亿元,1.9,万人,陕西体育发展委员会,http://www.shaanxity.gov.cn,,
2024-01-01,安徽,300.0,万人,1450.0,个,1300.0,个,0.0205,910.0,万人,1.61,平方米,24.8,亿元,2.25,万人,安徽省市场监管局,http://www.ah.gov.cn,,
2024-02-01,吉林,62.0,万人,380.0,个,314.0,个,0.0049,200.0,万人,1.55,平方米,6.8,亿元,0.53,万人,吉林省运动委员会,https://www.jilin.gov.cn,,
2024-01-01,四川,350.0,万人,2200.0,个,1800.0,个,0.025,1050.0,万人,1.77,平方米,35.0,亿元,3.0,万人,四川省体育发展局,http://www.sc.gov.cn,,
2024-01-01,天津,115.0,万人,660.0,个,580.0,个,0.0085,330.0,万人,1.4,平方米,8.4,亿元,0.95,万人,天津政府官网,http://www.tianjin.gov.cn,,
2024-01-01,山东,530.0,万人,3200.0,个,2900.0,个,0.0392,1600.0,万人,1.5,平方米,51.9,亿元,4.0,万人,山东体育局,http://www.shandong.gov.cn,,
2024-02-01,浙江,400.0,万人,2800.0,个,2500.0,个,0.0305,1400.0,万人,1.38,平方米,44.35,亿元,3.6,万人,浙江省体育事业发展中心,https://www.zhejiang.gov.cn,,
2024-01-01,甘肃,75.0,万人,450.0,个,390.0,个,0.0059,210.0,万人,1.62,平方米,7.25,亿元,0.65,万人,甘肃省体育局,http://www.gansu.gov.cn,,
2024-01-01,新疆,115.0,万人,660.0,个,580.0,个,0.009,310.0,万人,1.75,平方米,10.2,亿元,0.8,万人,新疆体育局,http://www.xinjiang.gov.cn,,
2024-01-01,海南,65.0,万人,500.0,个,420.0,个,0.0052,180.0,万人,1.34,平方米,5.87,亿元,0.45,万人,海南省人民政府,http://www.hainan.gov.cn,,
2024-02-01,青海,30.0,万人,150.0,个,120.0,个,0.0025,85.0,万人,1.71,平方米,2.55,亿元,0.18,万人,青海省体育局,http://www.qinghai.gov.cn,,
2024-01-01,西藏,15.0,万人,85.0,个,70.0,个,0.0014,45.0,万人,1.85,平方米,1.5,亿元,0.08,万人,西藏自治区体育局,http://www.xizang.gov.cn,,
2024-01-01,新疆,110.0,万人,620.0,个,550.0,个,0.0085,320.0,万人,1.68,平方米,10.0,亿元,0.9,万人,新疆维吾尔自治区政府,http://www.xinjiangg.com,,
2023-11-01,中国,7500.0,万人,45000.0,个,40000.0,个,0.054,22000.0,万人,1.7,平方米,700.0,亿元,52.0,万人,中商产业研究院,https://www.askci.com/,,
2023-09-01,广东,800.0,万人,4800.0,个,4200.0,个,0.0545,2500.0,万人,1.5,平方米,77.0,亿元,6.0,万人,中国健美协会,https://www.cnbm.com/,,
2023-10-01,江苏,780.0,万人,4600.0,个,4000.0,个,0.051,2300.0,万人,1.45,平方米,75.0,亿元,5.0,万人,中国国家体育总局,https://www.sport.gov.cn/,,
2023-08-01,北京,900.0,万人,5000.0,个,4500.0,个,0.059,2700.0,万人,1.6,平方米,82.5,亿元,7.0,万人,国家体育总局,https://www.sport.gov.cn/,,
2022-12-01,河南,360.0,万人,2100.0,个,1800.0,个,0.0245,1040.0,万人,1.5,平方米,33.0,亿元,2.65,万人,国家体育总局,https://www.sport.gov.cn/,,
2023-07-01,山东,580.0,万人,3500.0,个,3000.0,个,0.0405,1700.0,万人,1.5,平方米,50.0,亿元,4.0,万人,中国马拉松协会,https://www.marathon.com/,,
2023-07-15,陕西,200.0,万人,1150.0,个,950.0,个,0.0125,600.0,万人,1.5,平方米,20.0,亿元,1.5,万人,国家体育总局,https://www.sport.gov.cn/,,
2023-06-01,福建,320.0,万人,1900.0,个,1700.0,个,0.02,930.0,万人,1.4,平方米,30.0,亿元,2.3,万人,国家体育总局,https://www.sport.gov.cn/,,
2023-05-01,湖南,280.0,万人,1750.0,个,1500.0,个,0.022,850.0,万人,1.3,平方米,28.0,亿元,2.1,万人,中国健美协会,https://www.cnbm.com/,,
2023-01-01,海南,60.0,万人,310.0,个,250.0,个,0.0053,150.0,万人,1.1,平方米,4.5,亿元,0.5,万人,中国马拉松协会,https://www.marathon.com/,,
2023-03-01,重庆,180.0,万人,1050.0,个,900.0,个,0.0115,500.0,万人,1.35,平方米,15.0,亿元,1.4,万人,中国国家体育总局,https://www.sport.gov.cn/,,
2023-12-01,上海,280.0,万人,1600.0,个,1400.0,个,0.02,850.0,万人,1.3,平方米,32.0,亿元,3.0,万人,上海市体育局,https://www.shsports.gov.cn/,,
2023-06-01,吉林,75.0,万人,450.0,个,400.0,个,0.0065,220.0,万人,1.6,平方米,7.5,亿元,0.6,万人,吉林省体育运动管理中心,http://jl.gov.cn/,,
2023-04-01,西藏,15.0,万人,80.0,个,70.0,个,0.0013,45.0,万人,1.8,平方米,1.5,亿元,0.1,万人,西藏自治区体育局,http://xizang.gov.cn/,,
2023-10-15,宁夏,40.0,万人,200.0,个,160.0,个,0.0025,90.0,万人,1.5,平方米,3.0,亿元,0.2,万人,宁夏自治区体育局,http://nx.gov.cn/,,
2024-01-01,北京,300.0,万人,2100.0,个,1850.0,个,0.0208,800.0,万人,1.6,平方米,30.0,亿元,2.0,万人,国家体育总局,https://www.sport.gov.cn/,,
2024-01-01,广东,950.0,万人,5000.0,个,4200.0,个,0.059,2600.0,万人,2.0,平方米,150.0,亿元,6.0,万人,广东省体育局,https://www.gd.gov.cn/,,
2024-01-01,江苏,780.0,万人,3600.0,个,3100.0,个,0.05,2200.0,万人,1.5,平方米,85.0,亿元,4.5,万人,江苏省体育局,https://www.js.gov.cn/,,
2024-01-01,四川,370.0,万人,3000.0,个,2500.0,个,0.03,1200.0,万人,1.68,平方米,40.0,亿元,3.0,万人,四川省体育局,https://www.sc.gov.cn/,,
2024-01-01,山东,602.0,万人,4200.0,个,3500.0,个,0.0455,1800.0,万人,1.42,平方米,68.0,亿元,5.0,万人,山东省体育局,https://www.sd.gov.cn/,,
2024-01-01,浙江,500.0,万人,3200.0,个,2900.0,个,0.034,1500.0,万人,1.55,平方米,58.0,亿元,4.0,万人,浙江省体育局,https://www.zj.gov.cn/,,
2024-01-01,辽宁,180.0,万人,1200.0,个,1090.0,个,0.015,640.0,万人,1.5,平方米,20.0,亿元,1.0,万人,辽宁省体育局,https://www.ln.gov.cn/,,
2024-01-01,湖南,290.0,万人,1750.0,个,1500.0,个,0.0185,850.0,万人,1.4,平方米,28.0,亿元,2.5,万人,湖南省体育局,https://www.hunan.gov.cn/,,
2024-01-01,湖北,325.0,万人,1950.0,个,1750.0,个,0.022,999.0,万人,1.49,平方米,36.0,亿元,2.8,万人,湖北省体育局,https://www.hubei.gov.cn/,,
2024-01-01,安徽,270.0,万人,1500.0,个,1400.0,个,0.018,780.0,万人,1.43,平方米,25.0,亿元,2.0,万人,安徽省体育局,https://www.ah.gov.cn/,,
2024-01-01,福建,320.0,万人,1850.0,个,1600.0,个,0.0225,970.0,万人,1.45,平方米,32.0,亿元,3.2,万人,福建省体育局,https://www.fujian.gov.cn/,,
2024-01-01,新疆,115.0,万人,520.0,个,490.0,个,0.008,350.0,万人,1.75,平方米,11.0,亿元,0.7,万人,新疆维吾尔自治区体育局,https://www.xinjiang.gov.cn/,,
2024-01-01,重庆,185.0,万人,900.0,个,850.0,个,0.0123,500.0,万人,1.3,平方米,17.0,亿元,1.5,万人,重庆市体育局,https://www.cq.gov.cn/,,
2024-01-01,四川,365.0,万人,2100.0,个,2300.0,个,0.029,1180.0,万人,1.66,平方米,45.0,亿元,3.4,万人,四川省体育局,https://www.sc.gov.cn/,,
2024-01-01,陕西,200.0,万人,1250.0,个,1100.0,个,0.014,580.0,万人,1.5,平方米,18.0,亿元,1.8,万人,陕西省体育局,https://www.shaanxi.gov.cn/,,
2024-01-01,吉林,85.0,万人,460.0,个,400.0,个,0.0068,250.0,万人,1.55,平方米,8.2,亿元,0.7,万人,吉林省体育局,https://www.jl.gov.cn/,,
2024-01-01,黑龙江,90.0,万人,530.0,个,480.0,个,0.007,272.0,万人,1.58,平方米,8.5,亿元,0.65,万人,黑龙江省体育局,https://www.hl.gov.cn/,,
2024-01-01,贵州,140.0,万人,780.0,个,675.0,个,0.0106,430.0,万人,1.52,平方米,12.5,亿元,0.95,万人,贵州省体育局,https://www.gz.gov.cn/,,
2024-01-01,中国,7000.0,万人,43000.0,个,38000.0,个,0.051,23000.0,万人,1.55,平方米,700.0,亿元,60.0,万人,艾瑞咨询,https://www.iresearch.com.cn,,
2024-01-01,广东,800.0,万人,5000.0,个,4200.0,个,0.055,2500.0,万人,1.45,平方米,85.0,亿元,8.0,万人,中国体育产业发展报告,https://www.sportindustry.cn,,
2024-01-01,江苏,765.0,万人,4600.0,个,3900.0,个,0.052,2200.0,万人,1.49,平方米,75.0,亿元,6.5,万人,中商产业研究院,https://www.askci.com,,
2024-01-01,浙江,740.0,万人,3100.0,个,2500.0,个,0.034,1700.0,万人,1.4,平方米,50.0,亿元,5.5,万人,国家体育总局,http://www.sport.gov.cn,,
2024-01-01,四川,360.0,万人,2200.0,个,1850.0,个,0.026,1100.0,万人,1.58,平方米,36.0,亿元,3.0,万人,中国健身市场趋势报告,https://www.chinafitness.org,,
2024-01-01,湖北,400.0,万人,2100.0,个,1800.0,个,0.03,1000.0,万人,1.6,平方米,30.0,亿元,4.0,万人,央视财经,http://www.cctv.com,,
2024-01-01,山东,500.0,万人,3000.0,个,2600.0,个,0.036,1500.0,万人,1.5,平方米,55.0,亿元,6.0,万人,山东健身协会,https://www.sd-fitness.org,,
2024-01-01,重庆,190.0,万人,1100.0,个,950.0,个,0.0128,520.0,万人,1.2,平方米,17.0,亿元,1.5,万人,重庆日报,https://www.cqnews.net,,
2024-01-01,广西,160.0,万人,950.0,个,800.0,个,0.0105,480.0,万人,1.5,平方米,14.0,亿元,1.0,万人,中国城市健身指数,https://www.ccgi.org,,
2024-01-01,云南,175.0,万人,1080.0,个,900.0,个,0.0121,500.0,万人,1.55,平方米,15.0,亿元,1.2,万人,云南健康网,https://www.yn-health.com,,
2024-01-01,河北,250.0,万人,1500.0,个,1300.0,个,0.0175,780.0,万人,1.4,平方米,25.0,亿元,2.0,万人,河北体育网,http://www.hebeisport.gov.cn,,
2024-01-01,安徽,280.0,万人,1600.0,个,1500.0,个,0.0195,800.0,万人,1.37,平方米,27.0,亿元,2.1,万人,安徽省体育局,http://www.ah.gov.cn/sport,,
2024-01-01,福建,320.0,万人,2000.0,个,1700.0,个,0.0225,900.0,万人,1.45,平方米,31.0,亿元,2.5,万人,福建体育行业协会,http://www.fujian.gov.cn,,
2024-01-01,海南,50.0,万人,300.0,个,250.0,个,0.0045,150.0,万人,1.25,平方米,4.0,亿元,0.35,万人,海南网,http://www.hainan.gov.cn,,
2024-01-01,内蒙古,150.0,万人,800.0,个,600.0,个,0.011,400.0,万人,1.7,平方米,12.0,亿元,1.2,万人,内蒙古日报,http://www.nmg.gov.cn,,
2024-01-01,西藏,20.0,万人,100.0,个,90.0,个,0.0018,55.0,万人,1.75,平方米,1.5,亿元,0.1,万人,西藏健康网,http://www.tibet.gov.cn,,
2024-01-01,甘肃,70.0,万人,400.0,个,350.0,个,0.0055,180.0,万人,1.6,平方米,6.0,亿元,0.5,万人,甘肃省体育局,http://www.gansu.gov.cn,,
2024-01-01,宁夏,28.0,万人,180.0,个,150.0,个,0.0028,80.0,万人,1.45,平方米,3.0,亿元,0.2,万人,宁夏新闻网,http://www.nx.gov.cn,,
2024-01-01,青海,25.0,万人,120.0,个,100.0,个,0.0019,70.0,万人,1.6,平方米,2.0,亿元,0.15,万人,青海省政府,http://www.qh.gov.cn,,
2024-01-01,吉林,80.0,万人,470.0,个,400.0,个,0.0065,240.0,万人,1.62,平方米,7.0,亿元,0.8,万人,吉林省体育局,http://www.jilin.gov.cn,,
2024-01-01,黑龙江,90.0,万人,550.0,个,480.0,个,0.0072,250.0,万人,1.58,平方米,8.5,亿元,0.7,万人,黑龙江日报,http://www.hlj.gov.cn,,
2023-11-01,内蒙古,150.0,万人,800.0,个,700.0,个,0.01,450.0,万人,1.7,平方米,14.5,亿元,1.05,万人,内蒙古体育局,https://im.qd.gov.cn,,
2023-11-01,山西,160.0,万人,900.0,个,780.0,个,0.011,480.0,万人,1.5,平方米,15.0,亿元,1.12,万人,山西省体育局,https://www.shanxi.gov.cn,,
2023-11-01,陕西,250.0,万人,1330.0,个,1200.0,个,0.0185,750.0,万人,1.6,平方米,25.7,亿元,2.22,万人,陕西省体育局,https://www.shaanxi.gov.cn,,
2023-11-01,青海,20.0,万人,130.0,个,110.0,个,0.0017,60.0,万人,1.8,平方米,2.1,亿元,0.15,万人,青海省体育局,https://www.qinghai.gov.cn,,
2023-11-01,新疆,120.0,万人,680.0,个,600.0,个,0.0099,350.0,万人,1.65,平方米,10.6,亿元,0.8,万人,新疆维吾尔自治区体育局,https://www.xinjiang.gov.cn,,
2023-11-01,青海,22.0,万人,125.0,个,112.0,个,0.0019,70.0,万人,1.75,平方米,2.25,亿元,0.18,万人,青海省体育局,https://www.qinghai.gov.cn,,
2023-11-01,海南,41.0,万人,250.0,个,220.0,个,0.0037,132.0,万人,1.4,平方米,4.1,亿元,0.28,万人,海南省体育局,https://www.hainan.gov.cn,,
2023-11-01,山东,600.0,万人,3500.0,个,3000.0,个,0.035,1800.0,万人,1.5,平方米,80.0,亿元,5.2,万人,山东省体育局,https://www.shandong.gov.cn,,
2023-11-01,甘肃,70.0,万人,400.0,个,350.0,个,0.0058,200.0,万人,1.6,平方米,6.7,亿元,0.45,万人,甘肃省体育局,https://www.gansu.gov.cn,,
2023-11-01,吉林,82.0,万人,470.0,个,410.0,个,0.0069,250.0,万人,1.55,平方米,7.8,亿元,0.58,万人,吉林省体育局,https://www.jilin.gov.cn,,
2023-11-01,黑龙江,95.0,万人,560.0,个,480.0,个,0.0072,286.0,万人,1.65,平方米,9.0,亿元,0.68,万人,黑龙江省体育局,https://www.heilongjiang.gov.cn,,
2023-11-01,江苏,780.0,万人,4000.0,个,3500.0,个,0.045,2200.0,万人,1.7,平方米,90.5,亿元,4.8,万人,江苏省体育局,https://www.jiangsu.gov.cn,,
2023-11-01,广东,840.0,万人,4500.0,个,3850.0,个,0.051,2600.0,万人,1.6,平方米,85.0,亿元,5.6,万人,广东省体育局,https://www.guangdong.gov.cn,,
2023-11-01,浙江,600.0,万人,4000.0,个,3500.0,个,0.03,1750.0,万人,1.55,平方米,72.0,亿元,4.2,万人,浙江省体育局,https://www.zhejiang.gov.cn,,
2023-11-01,福建,320.0,万人,1900.0,个,1650.0,个,0.024,1000.0,万人,1.5,平方米,34.0,亿元,2.7,万人,福建省体育局,https://www.fujian.gov.cn,,
2023-11-01,重庆,180.0,万人,1000.0,个,900.0,个,0.012,550.0,万人,1.4,平方米,18.0,亿元,1.5,万人,重庆市体育局,https://www.chongqing.gov.cn,,
2023-11-01,湖北,330.0,万人,2000.0,个,1700.0,个,0.022,1000.0,万人,1.6,平方米,35.0,亿元,2.0,万人,湖北省体育局,https://www.hubei.gov.cn,,
2023-11-01,广西,170.0,万人,950.0,个,810.0,个,0.012,500.0,万人,1.5,平方米,15.3,亿元,1.12,万人,广西省体育局,https://www.guangxi.gov.cn,,
2023-11-01,华北,250.0,万人,1500.0,个,1300.0,个,0.023,800.0,万人,1.5,平方米,30.0,亿元,2.0,万人,华北地区体育局,https://www.huabei.gov.cn,,
2023-12-01,北京,2600.0,万人,1500.0,个,1300.0,个,0.025,8000.0,万人,2.3,平方米,250.0,亿元,6.0,万人,北京市体育局,http://www.bjsports.gov.cn,,
2023-11-01,上海,2300.0,万人,1800.0,个,1600.0,个,0.028,7800.0,万人,2.1,平方米,260.0,亿元,7.2,万人,上海市体育总会,http://www.shsports.gov.cn,,
2023-10-01,广东,550.0,万人,4000.0,个,3000.0,个,0.052,3000.0,万人,1.6,平方米,100.0,亿元,4.8,万人,广东省体育局,http://www.gd.gov.cn,,
2023-09-01,江苏,550.0,万人,5000.0,个,4000.0,个,0.055,2800.0,万人,1.5,平方米,90.0,亿元,5.0,万人,江苏省体育技术学院,http://www.jssport.gov.cn,,
2023-08-01,四川,360.0,万人,2500.0,个,2000.0,个,0.028,1500.0,万人,1.75,平方米,70.0,亿元,3.5,万人,四川省体育局,http://www.sc.gov.cn,,
2023-07-01,陕西,210.0,万人,1500.0,个,1300.0,个,0.016,600.0,万人,1.5,平方米,25.0,亿元,2.0,万人,陕西省体育管理中心,http://www.shaanxi.gov.cn,,
2023-06-01,浙江,450.0,万人,2900.0,个,2600.0,个,0.036,1200.0,万人,1.4,平方米,60.0,亿元,4.0,万人,浙江省运动健康协会,http://www.zj.gov.cn,,
2023-05-01,辽宁,190.0,万人,1200.0,个,1000.0,个,0.011,500.0,万人,1.45,平方米,20.0,亿元,1.8,万人,辽宁省体育局,http://www.ln.gov.cn,,
2023-04-01,湖北,150.0,万人,900.0,个,800.0,个,0.011,400.0,万人,1.6,平方米,15.0,亿元,1.5,万人,湖北省运动健康协会,http://www.hubei.gov.cn,,
2023-03-01,重庆,110.0,万人,960.0,个,800.0,个,0.0103,320.0,万人,1.25,平方米,12.0,亿元,1.2,万人,重庆市体育局,http://www.cq.gov.cn,,
2023-02-01,福建,130.0,万人,1000.0,个,900.0,个,0.009,330.0,万人,1.35,平方米,11.0,亿元,0.95,万人,福建省体育局,http://www.fujian.gov.cn,,
2023-01-01,广西,90.0,万人,750.0,个,600.0,个,0.008,270.0,万人,1.68,平方米,9.0,亿元,0.85,万人,广西省体育局,http://www.gx.gov.cn,,
2022-12-01,天津,89.0,万人,580.0,个,490.0,个,0.0079,270.0,万人,1.3,平方米,8.5,亿元,0.8,万人,天津市体育局,http://www.tianjin.gov.cn,,
2023-11-01,内蒙古,49.0,万人,420.0,个,350.0,个,0.0052,140.0,万人,1.6,平方米,5.6,亿元,0.3,万人,内蒙古体育局,http://www.nmg.gov.cn,,
2023-12-01,西藏,22.0,万人,100.0,个,90.0,个,0.0015,45.0,万人,1.9,平方米,2.5,亿元,0.1,万人,西藏体育局,http://www.xizang.gov.cn,,
2023-11-01,海南,30.0,万人,200.0,个,185.0,个,0.0024,90.0,万人,1.5,平方米,1.5,亿元,0.09,万人,海南省体育局,http://www.hainan.gov.cn,,
2023-10-01,青海,15.0,万人,80.0,个,75.0,个,0.0012,37.0,万人,1.8,平方米,1.0,亿元,0.03,万人,青海省体育局,http://www.qh.gov.cn,,
2023-09-01,宁夏,8.0,万人,60.0,个,50.0,个,0.0009,20.0,万人,2.0,平方米,0.7,亿元,0.02,万人,宁夏体育局,http://www.nx.gov.cn,,
2024-01-01,北京,260.0,万人,1600.0,个,1400.0,个,0.0185,770.0,万人,1.4,平方米,25.0,亿元,3.1,万人,国家体育总局,https://www.sport.gov.cn,,
2024-01-01,广东,800.0,万人,5000.0,个,4500.0,个,0.055,2500.0,万人,1.5,平方米,85.0,亿元,6.0,万人,Yahoo财经,https://finance.yahoo.com,,
2024-01-01,上海,300.0,万人,1800.0,个,1600.0,个,0.021,850.0,万人,1.6,平方米,30.0,亿元,1.5,万人,国家体育总局,https://www.sport.gov.cn,,
2023-11-01,江苏,700.0,万人,4000.0,个,3500.0,个,0.048,2200.0,万人,1.45,平方米,70.0,亿元,5.0,万人,中国健美协会,https://www.ifbb.com.cn,,
